Ano,Orgao,SiglaOrgao,NomeProjeto,Subtitulo,CodMunicipio,Valor,Complemento,Emenda,Deputado,Partido,Municipio_corrigido,Nome_deputado_padronizado
2024,Secretaria de Desenvolvimento Rural,SDR,Apoio e Desenvolvimento da Agricultura Familiar - Ep,Ep 812 - Agricultura Familiar - Rolante,103,50000,beneficiado,812,Carlos Búrigo,MDB,Rolante,CARLOS BURIGO
2024,Secretaria da Cultura,SEDAC,Ações de Apoio Cultural - Ep,Ep 693 - Acoes de Apoio Cultural - Santo Antonio do Planalto,403,50000,beneficiado,693,Eduardo Loureiro,PDT,Santo Antonio do Planalto,EDUARDO DEBACCO LOUREIRO
2024,Secretaria da Segurança Pública,SSP,"Construção, Reformas e Aparelhamento da Polícia Civil - Ep",Ep 331 - Delegacia Especializada de Atendimento a Mulher - Passo Fundo,91,50000,beneficiado,331,Luciana Genro,PSOL,Passo Fundo,LUCIANA KREBS GENRO
2024,Secretaria da Educação,SEDUC,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 539 - Inst Est Educ Cruzeiro do Sul Oniva de Moura Brizola - Carazinho,25,50000,beneficiado,539,Luiz Marenco,PDT,Carazinho,LUIS ROGERIO MARENCO FERRÂN
2024,Secretaria da Educação,SEDUC,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 395 - Esc Est Ens Fun Vitoria - Casca,27,50000,beneficiado,395,Kelly Moraes,PL,Casca,KELLY MORAES
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 439 - Atencao Basica - Ernestina,271,50000,beneficiado,439,Gerson Burmann,PDT,Ernestina,GERSON BURMANN
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1017 - Atencao Basica - Vila Maria,329,50000,beneficiado,1017,Dr Thiago Duarte,UNIÃO,Vila Maria,THIAGO PEREIRA DUARTE
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1069 - Atencao Basica - Sao Domingos do Sul,310,50000,beneficiado,1069,Guilherme Pasin,PP,Sao Domingos do Sul,GUILHERME RECH PASIN
2024,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 581 - Hospital de Clinicas - Passo Fundo,91,50000,beneficiado,581,Rodrigo Lorenzoni,PL,Passo Fundo,RODRIGO MARQUES LORENZONI
2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,Apoio a Projetos e Ações Para Atendimento de Crianças e Adolescentes - Ep,Ep 1084 - Programa Olhos do Amanha - Ciplam - Passo Fundo,91,50000,beneficiado,1084,Guilherme Pasin,PP,Passo Fundo,GUILHERME RECH PASIN
2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,Programa Rs Sem Drogas - Ep,Ep 300 - Obra Social Nossa Senhora da Gloria - Fazenda da Esperanca - Casca,27,50000,beneficiado,300,Dirceu Franciscon,UNIÃO,Casca,DIRCEU FRANCISCON
2024,Secretaria da Cultura,SEDAC,Ações de Apoio Cultural - Ep,Ep 356 - Fluencia Casa Hip Hop - Caxias do Sul,29,50000,beneficiado,356,Pepe Vargas,PT,Caxias do Sul,GILBERTO JOSE SPIER VARGAS
2024,Secretaria da Cultura,SEDAC,Ações de Apoio Cultural - Ep,Ep 988 - Acoes de Apoio Cultural - Sao Jorge,312,50000,beneficiado,988,Dr Thiago Duarte,UNIÃO,Sao Jorge,THIAGO PEREIRA DUARTE
2024,Secretaria da Cultura,SEDAC,Ações de Apoio Cultural - Ep,Ep 1132 - Coletivo Meio - Caxias do Sul,29,50000,beneficiado,1132,Bruna Rodrigues,PCdoB,Caxias do Sul,BRUNA LIEGE DA SILVA RODRIGUES
2024,Secretaria da Segurança Pública,SSP,Manutenção das Escolas de Educação Formal da Brigada Militar - Ep,Ep 242 - Colegio Tiradentes - Caxias do Sul,29,50000,beneficiado,242,Capitão Martim,REPUBLICANOS,Caxias do Sul,MARTIM TODESCO ADREANI
2024,"Secretaria da Agricultura, Pecuária, Produção Sustentável e Irrigação",SEAPI,Projetos de Irrigação,Ep 959 - Projetos de Irrigacao - Coronel Pilar,477,50000,beneficiado,959,Silvana Covatti,PP,Coronel Pilar,SILVANA MARIA FRANCISCATTO COVATTI
2024,Secretaria da Educação,SEDUC,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 461 - Esc Est Ens Med Frei Caneca - Flores da Cunha,48,50000,beneficiado,461,Sergio Peres,REPUBLICANOS,Flores da Cunha,SERGIO PERES ALOS
2024,Secretaria da Educação,SEDUC,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 462 - Esc Est Ens Fun Horacio Borghetti - Flores da Cunha,48,50000,beneficiado,462,Sergio Peres,REPUBLICANOS,Flores da Cunha,SERGIO PERES ALOS
2024,Secretaria da Educação,SEDUC,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 621 - Esc Est Ens Med Joao Pilati - Caxias do Sul,29,50000,beneficiado,621,Prof Claudio Branchieri,PODE,Caxias do Sul,CLAUDIO MAXIMILIANO BRANCHIERI
2024,Secretaria da Educação,SEDUC,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 986 - Esc Est Ens Fun Nossa Senhora do Bom Conselho - Parai,210,50000,beneficiado,986,Dr Thiago Duarte,UNIÃO,Parai,THIAGO PEREIRA DUARTE
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1052 - Atencao Basica - Guapore,59,50000,beneficiado,1052,Guilherme Pasin,PP,Guapore,GUILHERME RECH PASIN
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1064 - Atencao Basica - Parai,210,50000,beneficiado,1064,Guilherme Pasin,PP,Parai,GUILHERME RECH PASIN
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1111 - Atencao Basica - Nova Roma do Sul,295,50000,beneficiado,1111,Marcus Vinícius,PP,Nova Roma do Sul,MARCUS VINICIUS VIEIRA DE ALMEIDA
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1157 - Atencao Basica - Uniao da Serra,422,50000,beneficiado,1157,Vilmar Zanchin,MDB,Uniao da Serra,VILMAR PERIN ZANCHIN
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1163 - Atencao Basica - Parai,210,50000,beneficiado,1163,Vilmar Zanchin,MDB,Parai,VILMAR PERIN ZANCHIN
2024,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 816 - Fms - Hospital Sao Pedro - Garibaldi,50,50000,beneficiado,816,Carlos Búrigo,MDB,Garibaldi,CARLOS BURIGO
2024,Secretaria da Saúde,SES,Transporte Sanitário Eletivo - Ep,Ep 1008 - Transporte Sanitario Eletivo - Nova Araca,206,50000,beneficiado,1008,Dr Thiago Duarte,UNIÃO,Nova Araca,THIAGO PEREIRA DUARTE
2024,Secretaria de Desenvolvimento Social,SEDES,Direitos Humanos da Pessoa Idosa - Ep,Ep 641 -  Instituto Moriguchi - Veranopolis,157,50000,beneficiado,641,Sofia Cavedon,PT,Veranopolis,SOFIA CAVEDON NUNES
2024,Secretaria de Turismo,SETUR,Promoção e Comercialização do Produto Turístico - Ep,Ep 1076 - Promocao Turistica - Nova Padua,381,50000,beneficiado,1076,Guilherme Pasin,PP,Nova Padua,GUILHERME RECH PASIN
2024,Secretaria de Turismo,SETUR,Sinalização Turística - Ep,Ep 1074 - Sinalizacao Turistica - Cotipora,237,50000,beneficiado,1074,Guilherme Pasin,PP,Cotipora,GUILHERME RECH PASIN
2024,Secretaria de Turismo,SETUR,Infraestrutura Turística - Ep,Ep 1075 - Infraestrutura - Veranopolis,157,50000,beneficiado,1075,Guilherme Pasin,PP,Veranopolis,GUILHERME RECH PASIN
2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,Ações de Enfrentamento À Violência e Proteção Às Mulheres e Meninas - Ep,Ep 1129 - Instituto Rosa Del Este - Caxias do Sul,29,50000,beneficiado,1129,Bruna Rodrigues,PCdoB,Caxias do Sul,BRUNA LIEGE DA SILVA RODRIGUES
2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,Apoio a Projetos e Ações Para Atendimento de Crianças e Adolescentes - Ep,Ep 359 - Centro Assistencial Vitoria - Caxias do Sul,29,50000,beneficiado,359,Pepe Vargas,PT,Caxias do Sul,GILBERTO JOSE SPIER VARGAS
2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,Apoio a Projetos e Ações Para Atendimento de Crianças e Adolescentes - Ep,Ep 1050 - Programa Olhos do Amanha - Cisga - Garibaldi,50,50000,beneficiado,1050,Guilherme Pasin,PP,Garibaldi,GUILHERME RECH PASIN
2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 360 - Associacao dos Deficientes Visuais - Bento Goncalves,10,50000,beneficiado,360,Pepe Vargas,PT,Bento Goncalves,GILBERTO JOSE SPIER VARGAS
2024,Secretaria de Trabalho e Desenvolvimento Profissional,STDP,Desenvolvimento e Qualificação Profissional - Ep,Ep 361 - Centro Profissional Para a Cidadania Irmas Murialdinas - Caxias do Sul,29,50000,beneficiado,361,Pepe Vargas,PT,Caxias do Sul,GILBERTO JOSE SPIER VARGAS
2024,Secretaria do Meio Ambiente e Infraestrutura,SEMA,Melhores Amigos - Ep,Ep 519 - Melhores Amigos - Capao do Leao,235,50000,beneficiado,519,Zé Nunes,PT,Capao do Leao,ZE NUNES
2024,Secretaria da Cultura,SEDAC,Ações de Apoio Cultural - Ep,Ep 485 - Ctg Lila Alves - Pinheiro Machado,94,50000,beneficiado,485,Pedro Pereira,PSDB,Pinheiro Machado,PEDRO OZORIO PEREIRA
2024,Secretaria da Cultura,SEDAC,Ações de Apoio Cultural - Ep,Ep 520 - Acoes de Apoio Cultural - Cangucu,23,50000,beneficiado,520,Zé Nunes,PT,Cangucu,ZE NUNES
2024,Secretaria da Cultura,SEDAC,Ações de Apoio Cultural - Ep,Ep 680 - Associacao Escola de Samba Gambada - Piratini,95,50000,beneficiado,680,Airton Artus,PDT,Piratini,AIRTON ARTUS
2024,Secretaria da Cultura,SEDAC,Ações de Apoio Cultural - Ep,Ep 569 - Ctg Rodeio dos Pamares - Santa Vitoria do Palmar,111,50000,beneficiado,569,Luiz Marenco,PDT,Santa Vitoria do Palmar,LUIS ROGERIO MARENCO FERRÂN
2024,Secretaria da Cultura,SEDAC,Ações de Apoio Cultural - Ep,Ep 1204 - Instituto Helio D'angola - Pelotas,93,50000,beneficiado,1204,Leonel Radde,PT,Pelotas,LEONEL GUTERRES RADDE
2024,Secretaria da Segurança Pública,SSP,Manutenção das Escolas de Educação Formal da Brigada Militar - Ep,Ep 238 - Colegio Tiradentes Pelotas - Pelotas,93,50000,beneficiado,238,Capitão Martim,REPUBLICANOS,Pelotas,MARTIM TODESCO ADREANI
2024,Secretaria da Educação,SEDUC,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 560 - Esc Est Ens Fun Professora Inacia Machado da Silveira - Piratini,95,50000,beneficiado,560,Luiz Marenco,PDT,Piratini,LUIS ROGERIO MARENCO FERRÂN
2024,Secretaria da Educação,SEDUC,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 562 - Esc Media Est Jacinto Inacio - Santana da Boa Vista,222,50000,beneficiado,562,Luiz Marenco,PDT,Santana da Boa Vista,LUIS ROGERIO MARENCO FERRÂN
2024,Secretaria da Educação,SEDUC,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 686 - Inst Est Educ Ponche Verde - Piratini,95,50000,beneficiado,686,Eduardo Loureiro,PDT,Piratini,EDUARDO DEBACCO LOUREIRO
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 655 - Atencao Basica - Arroio Grande,6,50000,beneficiado,655,Sofia Cavedon,PT,Arroio Grande,SOFIA CAVEDON NUNES
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 807 - Atencao Basica - Santa Vitoria do Palmar,111,50000,beneficiado,807,Carlos Búrigo,MDB,Santa Vitoria do Palmar,CARLOS BURIGO
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 808 - Atencao Basica - Jaguarao,68,50000,beneficiado,808,Carlos Búrigo,MDB,Jaguarao,CARLOS BURIGO
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 981 - Atencao Basica - Chui,436,50000,beneficiado,981,Dr Thiago Duarte,UNIÃO,Chui,THIAGO PEREIRA DUARTE
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 982 - Atencao Basica - Arroio do Padre,470,50000,beneficiado,982,Dr Thiago Duarte,UNIÃO,Arroio do Padre,THIAGO PEREIRA DUARTE
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 984 - Atencao Basica - Capao do Leao,235,50000,beneficiado,984,Dr Thiago Duarte,UNIÃO,Capao do Leao,THIAGO PEREIRA DUARTE
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 985 - Atencao Basica - Pelotas,93,50000,beneficiado,985,Dr Thiago Duarte,UNIÃO,Pelotas,THIAGO PEREIRA DUARTE
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1138 - Atencao Basica - Rio Grande,100,50000,beneficiado,1138,Bruna Rodrigues,PCdoB,Rio Grande,BRUNA LIEGE DA SILVA RODRIGUES
2024,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 1019 - Fms - Santa Casa - Pelotas,93,50000,beneficiado,1019,Dr Thiago Duarte,UNIÃO,Pelotas,THIAGO PEREIRA DUARTE
2024,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 1024 - Hospital de Caridade Nossa Senhora da Conceicao - Piratini,95,50000,beneficiado,1024,Adriana Lara,PL,Piratini,ADRIANA VIEIRA LARA
2024,Secretaria de Desenvolvimento Social,SEDES,Gestão da Política de Seguranca Alimentar e Nutricional Sustentável - Ep,Ep 522 - Seguranca Alimentar - Pelotas,93,50000,beneficiado,522,Zé Nunes,PT,Pelotas,ZE NUNES
2024,Secretaria de Desenvolvimento Social,SEDES,Gestão da Política de Seguranca Alimentar e Nutricional Sustentável - Ep,Ep 1121 - Seguranca Alimentar - Arroio Grande,6,50000,beneficiado,1121,Marcus Vinícius,PP,Arroio Grande,MARCUS VINICIUS VIEIRA DE ALMEIDA
2024,Secretaria de Desenvolvimento Social,SEDES,Direitos Humanos da Pessoa Idosa - Ep,Ep 763 - Grupo de Conv. da Terceira Idade Reflexo do Tempo - Santa Vitoria do Palmar,111,50000,beneficiado,763,Luciano Silveira,MDB,Santa Vitoria do Palmar,LUCIANO DA SILVA SILVEIRA
2024,Secretaria de Desenvolvimento Social,SEDES,Direitos Humanos da Pessoa Idosa - Ep,Ep 1036 - Asilo de Mendigos - Pelotas,93,50000,beneficiado,1036,Adriana Lara,PL,Pelotas,ADRIANA VIEIRA LARA
2024,Secretaria de Desenvolvimento Social,SEDES,Direitos Humanos da Pessoa Idosa - Ep,Ep 1047 - Associacao Benefiente Luterana de Pelotas - Pelotas,93,50000,beneficiado,1047,Adriana Lara,PL,Pelotas,ADRIANA VIEIRA LARA
2024,Secretaria de Turismo,SETUR,Infraestrutura Turística - Ep,Ep 1133 - Sinalizacao Turistica - Pinheiro Machado,94,50000,beneficiado,1133,Bruna Rodrigues,PCdoB,Pinheiro Machado,BRUNA LIEGE DA SILVA RODRIGUES
2024,Secretaria de Desenvolvimento Urbano e Metropolitano,SEDUR,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,Ep 138 - Apoio Gestao Municipal - Pelotas,93,50000,beneficiado,138,Aloísio Classmann,UNIÃO,Pelotas,ALOISIO TALSO CLASSMANN
2024,Secretaria de Desenvolvimento Urbano e Metropolitano,SEDUR,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,Ep 492 - Apoio Gestao Municipal - Turucu,462,50000,beneficiado,492,Pedro Pereira,PSDB,Turucu,PEDRO OZORIO PEREIRA
2024,Secretaria de Desenvolvimento Urbano e Metropolitano,SEDUR,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,Ep 524 - Apoio Gestao Municipal - Sao Lourenco do Sul,125,50000,beneficiado,524,Zé Nunes,PT,Sao Lourenco do Sul,ZE NUNES
2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,Construção e Aprimoramento das Políticas Públicas de Direitos Humanos - Ep,Ep 1037 - Associacao de Apoio a Pessoas Com Cancer - Rio Grande,100,50000,beneficiado,1037,Adriana Lara,PL,Rio Grande,ADRIANA VIEIRA LARA
2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,Construção e Aprimoramento das Políticas Públicas de Direitos Humanos - Ep,Ep 1139 - Igualdade Racial - Rio Grande,100,50000,beneficiado,1139,Bruna Rodrigues,PCdoB,Rio Grande,BRUNA LIEGE DA SILVA RODRIGUES
2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,Apoio a Projetos e Ações Para Atendimento de Crianças e Adolescentes - Ep,Ep 515 - Centro Unificado e Integrado de Desenvolvimento Educaional - Sao Lourenco,125,50000,beneficiado,515,Zé Nunes,PT,Sao Lourenco do Sul,ZE NUNES
2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,Programa Rs Sem Drogas - Ep,Ep 1023 - Comunidade Terapeutica Casa do Amor Exigente - Pelotas,93,50000,beneficiado,1023,Adriana Lara,PL,Pelotas,ADRIANA VIEIRA LARA
2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 1042 - Apae - Arroio Grande,6,50000,beneficiado,1042,Adriana Lara,PL,Arroio Grande,ADRIANA VIEIRA LARA
2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 1058 - Centro Especializado de Atendimento Ao Autista - Jaguarao,68,50000,beneficiado,1058,Issur Koch,PP,Jaguarao,ISSUR KOCH
2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 1120 - Apae - Sao Lourenco do Sul,125,50000,beneficiado,1120,Marcus Vinícius,PP,Sao Lourenco do Sul,MARCUS VINICIUS VIEIRA DE ALMEIDA
2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 724 - Apae - Piratini,95,50000,beneficiado,724,Patrícia Alba,MDB,Piratini,PATRICIA BAZOTTI
2024,Secretaria de Desenvolvimento Rural,SDR,Apoio e Desenvolvimento da Agricultura Familiar - Ep,Ep 172 - Agricultura Familiar - Piratini,95,50000,beneficiado,172,Adão Pretto Filho,PT,Piratini,ADAO PRETTO FILHO
2024,Secretaria de Trabalho e Desenvolvimento Profissional,STDP,Empreendedorismo Rural e Pesca,Ep 521 - Empreendedorismo Rural e Pesca - Pelotas,93,50000,beneficiado,521,Zé Nunes,PT,Pelotas,ZE NUNES
2024,Secretaria da Cultura,SEDAC,Ações de Apoio Cultural - Ep,Ep 136 - Acoes de Apoio Cultural - Sao Jose do Sul,492,50000,beneficiado,136,Aloísio Classmann,UNIÃO,Sao Jose do Sul,ALOISIO TALSO CLASSMANN
2024,Secretaria da Cultura,SEDAC,Ações de Apoio Cultural - Ep,Ep 370 - Ctg Porteira do Vale - Vale Real,424,50000,beneficiado,370,Airton Lima,PODE,Vale Real,AIRTON LIMA
2024,Secretaria da Cultura,SEDAC,Ações de Apoio Cultural - Ep,Ep 719 - Sociedade Cultural e Beneficente de Harmonia - Harmonia,278,50000,beneficiado,719,Airton Lima,PODE,Harmonia,AIRTON LIMA
2024,Secretaria da Educação,SEDUC,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 445 - Inst Est Educ Assunta Fortini - Barao,252,50000,beneficiado,445,Gerson Burmann,PDT,Barao,GERSON BURMANN
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 365 - Atencao Basica - Tupandi,326,50000,beneficiado,365,Airton Lima,PODE,Tupandi,AIRTON LIMA
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 591 - Atencao Basica - Sao Sebastiao do Cai,128,50000,beneficiado,591,Rodrigo Lorenzoni,PL,Sao Sebastiao do Cai,RODRIGO MARQUES LORENZONI
2024,Secretaria da Saúde,SES,Transporte Sanitário Eletivo - Ep,Ep 1051 - Transporte Sanitario Eletivo - Barao,252,50000,beneficiado,1051,Guilherme Pasin,PP,Barao,GUILHERME RECH PASIN
2024,Secretaria de Desenvolvimento Urbano e Metropolitano,SEDUR,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,Ep 818 - Apoio Gestao Municipal - Sao Pedro da Serra,410,50000,beneficiado,818,Carlos Búrigo,MDB,Sao Pedro da Serra,CARLOS BURIGO
2024,Secretaria do Esporte e Lazer,SEL,Implantação de Núcleos de Esporte e Lazer - Ep,Ep 134 - Esporte Clube Julinho Soc Cultural Esp e Recreativa - Tupandi,326,50000,beneficiado,134,Aloísio Classmann,UNIÃO,Tupandi,ALOISIO TALSO CLASSMANN
2024,Secretaria do Esporte e Lazer,SEL,Implantação de Núcleos de Esporte e Lazer - Ep,Ep 139 - Nucleos de Esporte e Lazer - Marata,369,50000,beneficiado,139,Aloísio Classmann,UNIÃO,Marata,ALOISIO TALSO CLASSMANN
2024,Secretaria do Esporte e Lazer,SEL,Implantação de Núcleos de Esporte e Lazer - Ep,Ep 1060 - Nucleos de Esporte e Lazer - Brochier,254,50000,beneficiado,1060,Issur Koch,PP,Brochier,ISSUR KOCH
2024,Secretaria da Cultura,SEDAC,Ações de Apoio Cultural - Ep,Ep 1089 - Acoes de Apoio Cultural - Estancia Velha,42,50000,beneficiado,1089,Issur Koch,PP,Estancia Velha,ISSUR KOCH
2024,Secretaria da Segurança Pública,SSP,"Construção, Reformas e Aparelhamento do Corpo de Bombeiros Militar - Ep",Ep 330 - 3 Grupamento de Bombeiro Militar - Nova Santa Rita,382,50000,beneficiado,330,Luciana Genro,PSOL,Nova Santa Rita,LUCIANA KREBS GENRO
2024,Secretaria da Educação,SEDUC,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 13 - Esc Est Ens Med Antonio Augusto Borges de Medeiros - Novo Hamburgo,86,50000,beneficiado,13,Delegado Zucco,REPUBLICANOS,Novo Hamburgo,RODRIGO LORENZINI ZUCCO
2024,Secretaria da Educação,SEDUC,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 15 - Esc Est Ens Med Cristo Rei - Sao Leopoldo,124,50000,beneficiado,15,Delegado Zucco,REPUBLICANOS,Sao Leopoldo,RODRIGO LORENZINI ZUCCO
2024,Secretaria da Educação,SEDUC,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 87 - Esc Est Ens Med Emilio Sander - Sao Leopoldo,124,50000,beneficiado,87,Miguel Rossetto,PT,Sao Leopoldo,MIGUEL SOLDATELLI ROSSETTO
2024,Secretaria da Educação,SEDUC,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 1018 - Esc Est Ens Med Caic Madezatti - Sao Leopoldo,124,50000,beneficiado,1018,Dr Thiago Duarte,UNIÃO,Sao Leopoldo,THIAGO PEREIRA DUARTE
2024,Secretaria da Educação,SEDUC,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 1091 - Esc Est Ens Fun Barao de Teresopolis - Nova Santa Rita,382,50000,beneficiado,1091,Issur Koch,PP,Nova Santa Rita,ISSUR KOCH
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 593 - Atencao Basica - Sapiranga,131,50000,beneficiado,593,Rodrigo Lorenzoni,PL,Sapiranga,RODRIGO MARQUES LORENZONI
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1078 - Atencao Basica - Sapucaia do Sul,132,50000,beneficiado,1078,Guilherme Pasin,PP,Sapucaia do Sul,GUILHERME RECH PASIN
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1153 - Atencao Basica - Canoas,24,50000,beneficiado,1153,Vilmar Zanchin,MDB,Canoas,VILMAR PERIN ZANCHIN
2024,Secretaria de Desenvolvimento Social,SEDES,Projetos Socioassistenciais,Ep 682 - Fundacao de Assistencia a Crianca e Ao Adolescente - Sao Leopoldo,124,50000,beneficiado,682,Airton Artus,PDT,Sao Leopoldo,AIRTON ARTUS
2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,Construção e Aprimoramento das Políticas Públicas de Direitos Humanos - Ep,Ep 171 - Instituto Olivia do Bem - Dois Irmaos,35,50000,beneficiado,171,Adão Pretto Filho,PT,Dois Irmaos,ADAO PRETTO FILHO
2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,Construção e Aprimoramento das Políticas Públicas de Direitos Humanos - Ep,Ep 880 - Liga Feminina de Combate Ao Cancer - Sapiranga,131,50000,beneficiado,880,Joel Wilhelm,PP,Sapiranga,JOEL LEANDRO WILHELM
2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,Construção e Aprimoramento das Políticas Públicas de Direitos Humanos - Ep,Ep 881 - Liga Feminina de Combate Ao Cancer - Dois Irmaos,35,50000,beneficiado,881,Joel Wilhelm,PP,Dois Irmaos,JOEL LEANDRO WILHELM
2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,Construção e Aprimoramento das Políticas Públicas de Direitos Humanos - Ep,Ep 882 - Liga Feminina de Combate Ao Cancer - Novo Hamburgo,86,50000,beneficiado,882,Joel Wilhelm,PP,Novo Hamburgo,JOEL LEANDRO WILHELM
2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,Construção e Aprimoramento das Políticas Públicas de Direitos Humanos - Ep,Ep 892 - Liga Feminina de Combate Ao Cancer - Campo Bom,19,50000,beneficiado,892,Joel Wilhelm,PP,Campo Bom,JOEL LEANDRO WILHELM
2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,Apoio a Projetos e Ações Para Atendimento de Crianças e Adolescentes - Ep,Ep 1004 - Associacao Pulse e Movimento - Sapucaia do Sul,132,50000,beneficiado,1004,Adolfo Brito,PP,Sapucaia do Sul,ADOLFO JOSE BRITO
