Ano,Municipio_corrigido,Orgao,NomeProjeto,Subtitulo,Valor,Deputado,Partido
2025,Minas do Leao,Secretaria de Desenvolvimento Urbano e Metropolitano,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,Ep 824 - Apoio Gestao Municipal - Minas do Leao,50000,Pedro Pereira,PSDB
2025,Charqueadas,"Secretaria de Justiça, Cidadania e Direitos Humanos",Construção e Aprimoramento das Políticas Públicas de Direitos Humanos - Ep,Ep 1121 - Centro de Referencia Prof Lisiane Lopes - Charqueadas,50000,Stela Farias,PT
2025,Cerro Grande do Sul,Secretaria do Esporte e Lazer,Incentivo À Pratica de Esporte e Lazer e À Formação e Qualificação de Atletas -ep,Ep 725 - Cometa Futebol Clube - Cerro Grande do Sul,50000,Kelly Moraes,PL
2025,Barra do Ribeiro,Secretaria do Esporte e Lazer,Implantação de Núcleos de Esporte e Lazer - Ep,Ep 1117 - Clube Atletico Nacional - Barra do Ribeiro,50000,Stela Farias,PT
2025,Tapes,Secretaria de Desenvolvimento Rural,Apoio e Desenvolvimento da Agricultura Familiar - Ep,Ep 67 - Associacao de Produtores da Agricultura Familiar - Tapes,50000,Airton Artus,PDT
2025,Cerro Grande do Sul,Secretaria de Desenvolvimento Rural,Apoio e Desenvolvimento da Agricultura Familiar - Ep,Ep 170 - Agricultura Familiar - Cerro Grande do Sul,50000,Zé Nunes,PT
2025,Dom Feliciano,Secretaria de Desenvolvimento Rural,Apoio e Desenvolvimento da Agricultura Familiar - Ep,Ep 186 - Agricultura Familiar - Dom Feliciano,50000,Zé Nunes,PT
2025,Camaqua,Secretaria de Desenvolvimento Rural,Apoio e Desenvolvimento da Agricultura Familiar - Ep,Ep 169 - Agricultura Familiar - Camaqua,50000,Zé Nunes,PT
2025,Chuvisca,Secretaria de Desenvolvimento Rural,Apoio e Desenvolvimento da Agricultura Familiar - Ep,Ep 172 - Agricultura Familiar - Chuvisca,50000,Zé Nunes,PT
2025,Santa Rosa,Secretaria do Meio Ambiente e Infraestrutura,Melhores Amigos - Ep,Ep 147 - Associacao Focinho Amigo - Santa Rosa,50000,Aloísio Classmann,UNIÃO
2025,Porto Maua,Secretaria da Cultura,Ações de Apoio Cultural - Ep,Ep 144 - Acoes de Apoio Cultural - Porto Maua,50000,Aloísio Classmann,UNIÃO
2025,Santa Rosa,Secretaria da Cultura,Ações de Apoio Cultural - Ep,Ep 148 - Ctg Chama Crioula - Santa Rosa,50000,Aloísio Classmann,UNIÃO
2025,Santa Rosa,Secretaria da Cultura,Ações de Apoio Cultural - Ep,Ep 160 - Piquete Farroupilha de Santa Rosa - Santa Rosa,50000,Aloísio Classmann,UNIÃO
2025,Porto Vera Cruz,Secretaria da Cultura,Ações de Apoio Cultural - Ep,Ep 209 - Acoes de Apoio Cultural - Porto Vera Cruz,50000,Aloísio Classmann,UNIÃO
2025,Sao Jose do Inhacora,Secretaria de Desenvolvimento Social,Direitos Humanos da Pessoa Idosa - Ep,Ep 873 - Direitos Humanos da Pessoa Idosa - Sao Jose do Inhacora,50000,Gerson Burmann,PDT
2025,Tres de Maio,Secretaria de Desenvolvimento Urbano e Metropolitano,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,Ep 417 - Apoio Gestao Municipal - Tres de Maio,50000,Dirceu Franciscon,UNIÃO
2025,Tres de Maio,Secretaria de Desenvolvimento Urbano e Metropolitano,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,Ep 440 - Apoio Gestao Municipal - Tres de Maio,50000,Capitão Martim,REPUBLICANOS
2025,Santa Rosa,"Secretaria de Justiça, Cidadania e Direitos Humanos",Programa Rs Sem Drogas - Ep,Ep 249 - Associacao Vida Plena Amor Exigente - Avipae - Santa Rosa,50000,Jeferson Fernandes,PT
2025,Candido Godoi,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 139 - Apae - Candido Godoi,50000,Aloísio Classmann,UNIÃO
2025,Santa Rosa,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 250 - Afapene - Santa Rosa,50000,Jeferson Fernandes,PT
2025,Alegria,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 640 - Apae - Alegria,50000,Silvana Covatti,PP
2025,Tres de Maio,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 771 - Apae - Tres de Maio,50000,Paparico Bacchi,PL
2025,Tres de Maio,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 1128 - Apae - Tres de Maio,50000,Stela Farias,PT
2025,Rosario do Sul,Secretaria do Meio Ambiente e Infraestrutura,Melhores Amigos - Ep,Ep 211 - Associacao Rosariense da Causa Animal - Arca - Rosario do Sul,50000,Cláudio Tatsch,PL
2025,Sao Gabriel,Secretaria de Sistemas Penal e Socioeducativo,Aparelhamento Susepe - Ep,Ep 900 - Policia Penal - Sao Gabriel,50000,Airton Lima,PODE
2025,Santana do Livramento,Secretaria da Cultura,Ações de Apoio Cultural - Ep,Ep 231 - Ctg Sinuelo do Cavera - Santana do Livramento,50000,Adriana Lara,PL
2025,Santana do Livramento,Secretaria da Cultura,Ações de Apoio Cultural - Ep,Ep 232 - Ctg Fogao Negrinho do Pastoreio - Santana do Livramento,50000,Adriana Lara,PL
2025,Santana do Livramento,Secretaria da Cultura,Ações de Apoio Cultural - Ep,Ep 802 - Ctg Rincao da Carolina - Santana do Livramento,50000,Frederico Antunes,PP
2025,Rosario do Sul,Secretaria da Cultura,Ações de Apoio Cultural - Ep,Ep 1070 - Acoes de Apoio Cultural - Rosario do Sul,50000,Bruna Rodrigues,PCdoB
2025,Santana do Livramento,Secretaria da Cultura,Ações de Apoio Cultural - Ep,Ep 1156 - Clube Farroupilha - Santana do Livramento,50000,Laura Sito,PT
2025,Sao Gabriel,Secretaria da Segurança Pública,Manutenção das Escolas de Educação Formal da Brigada Militar - Ep,Ep 431 - Colegio Tiradentes - Sao Gabriel,50000,Capitão Martim,REPUBLICANOS
2025,Alegrete,Secretaria da Educação,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 736 - Esc Est Ens Med Jose Bonifacio - Alegrete,50000,Luiz Marenco,PDT
2025,Santana do Livramento,Secretaria da Educação,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 739 - Esc Est Ens Med Dr Silvio Ribeiro - Santana do Livramento,50000,Luiz Marenco,PDT
2025,Manoel Viana,Secretaria da Educação,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 801 - Esc Est Ens Fun Salgado Filho - Manoel Viana,50000,Frederico Antunes,PP
2025,Alegrete,Secretaria de Desenvolvimento Social,Projetos Socioassistenciais - Ep,Ep 154 - Associacao Esportiva e Cultura Grupo Superacao - Alegrete,50000,Aloísio Classmann,UNIÃO
2025,Sao Borja,Secretaria de Desenvolvimento Social,Direitos Humanos da Pessoa Idosa - Ep,Ep 796 - Asilo Sao Vicente de Paula - Sao Borja,50000,Frederico Antunes,PP
2025,Sao Gabriel,Secretaria de Desenvolvimento Social,Direitos Humanos da Pessoa Idosa - Ep,Ep 800 - Sociedade Gabrielense de Auxilio Aos Necessitados - Sao Gabriel,50000,Frederico Antunes,PP
2025,Santana do Livramento,Secretaria de Desenvolvimento Urbano e Metropolitano,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,Ep 384 - Apoio Gestao Municipal - Santana do Livramento,50000,Carlos Búrigo,MDB
2025,Alegrete,"Secretaria de Justiça, Cidadania e Direitos Humanos",Rede de Enfrentamento a Violência e Proteção As Mulheres e Meninas - Ep,Ep 1127 - Amoras Ong - Alegrete,50000,Stela Farias,PT
2025,Sao Gabriel,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 161 - Apae - Sao Gabriel,50000,Aloísio Classmann,UNIÃO
2025,Itaqui,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 790 - Apae - Itaqui,50000,Frederico Antunes,PP
2025,Quarai,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 808 - Centro de Recuperacao Dr Jonas Salk - Quarai,50000,Frederico Antunes,PP
2025,Sao Gabriel,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 878 - Apae - Sao Gabriel,50000,Gerson Burmann,PDT
2025,Manoel Viana,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 1025 - Associacao dos Deficientes - Manoel Viana,50000,Eliana Bayer,REPUBLICANOS
2025,Uruguaiana,Secretaria do Esporte e Lazer,Incentivo À Pratica de Esporte e Lazer e À Formação e Qualificação de Atletas -ep,Ep 748 - Projetos Esportivos - Uruguaiana,50000,Luiz Marenco,PDT
2025,Barra do Quarai,Secretaria do Esporte e Lazer,Implantação de Núcleos de Esporte e Lazer - Ep,Ep 809 - Nucleos de Esporte e Lazer - Barra do Quarai,50000,Frederico Antunes,PP
2025,Rosario do Sul,Secretaria de Trabalho e Desenvolvimento Profissional,Fomento e Incentivo À Criação e Fortalecimento de Cadeias Produtivas Em Economia - Ep,Ep 60 - Associacao de Catadores dos Materiais Reciclaveis - Rosario do Sul,50000,Sofia Cavedon,PT
2025,Santana do Livramento,Secretaria de Trabalho e Desenvolvimento Profissional,Fomento e Incentivo À Criação e Fortalecimento de Cadeias Produtivas Em Economia - Ep,Ep 1068 - Associacao de Catadores Novo Horizonte - Santana do Livramento,50000,Bruna Rodrigues,PCdoB
2025,Sao Francisco de Paula,Secretaria da Educação,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 602 - Esc Est Ens Fun Orestes Leite - Sao Francisco de Paula,50000,Delegada Nadine,PSDB
2025,Nova Petropolis,Secretaria da Educação,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 741 - Esc Est Ens Fun Padre Amstad - Nova Petropolis,50000,Luiz Marenco,PDT
2025,Gramado,"Secretaria de Justiça, Cidadania e Direitos Humanos",Construção e Aprimoramento das Políticas Públicas de Direitos Humanos - Ep,Ep 33 - Liga Feminina de Combate Ao Cancer - Gramado,50000,Joel Wilhelm,PP
2025,Sao Francisco de Paula,Secretaria de Desenvolvimento Rural,Apoio e Desenvolvimento da Agricultura Familiar - Ep,Ep 377 - Agricultura Familiar - Sao Francisco de Paula,50000,Carlos Búrigo,MDB
2025,Palmares do Sul,Secretaria da Cultura,Ações de Apoio Cultural - Ep,Ep 185 - Ctg Ouro dos Arrozais - Palmares do Sul,50000,Zé Nunes,PT
2025,Torres,Secretaria da Cultura,Ações de Apoio Cultural - Ep,Ep 248 - Ong Onda Verde - Torres,50000,Jeferson Fernandes,PT
2025,Capao da Canoa,Secretaria da Cultura,Ações de Apoio Cultural - Ep,Ep 914 - Ctg Joao Sobrinho - Capao da Canoa,50000,Marcus Vinícius,PP
2025,Osorio,Secretaria da Cultura,Ações de Apoio Cultural - Ep,Ep 1214 - Ctg Estancia da Serra - Osorio,50000,Luciano Silveira,MDB
2025,Torres,Secretaria da Segurança Pública,"Construção, Reformas e Aparelhamento do Corpo de Bombeiros Militar - Ep",Ep 1021 - Cbm - Torres,50000,Guilherme Pasin,PP
2025,Cidreira,Secretaria da Educação,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 729 - Esc Est Ed Bas Raul Pilla - Cidreira,50000,Kelly Moraes,PL
2025,Tramandai,Secretaria da Educação,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 763 - Inst Est Educ Barao de Tramandai - Tramandai,50000,Luiz Marenco,PDT
2025,Torres,Secretaria de Desenvolvimento Social,Ações de Proteção Social - Ep,Ep 251 - Acoes de Protecao Social - Torres,50000,Jeferson Fernandes,PT
2025,Mampituba,Secretaria de Desenvolvimento Social,Ações de Proteção Social - Ep,Ep 832 - Acoes de Protecao Social - Mampituba,50000,Pedro Pereira,PSDB
2025,Cidreira,Secretaria de Desenvolvimento Social,Ações de Proteção Social - Ep,Ep 1107 - Acoes de Protecao Social - Cidreira,50000,Professor Bonatto,PSDB
2025,Xangri-la,Secretaria de Desenvolvimento Urbano e Metropolitano,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,Ep 571 - Apoio Gestao Municipal - Xangri - La,50000,Luciana Genro,PSOL
2025,Tramandai,"Secretaria de Justiça, Cidadania e Direitos Humanos",Construção e Aprimoramento das Políticas Públicas de Direitos Humanos - Ep,Ep 29 - Liga Feminina de Combate Ao Cancer - Tramandai,50000,Joel Wilhelm,PP
2025,Cidreira,"Secretaria de Justiça, Cidadania e Direitos Humanos",Construção e Aprimoramento das Políticas Públicas de Direitos Humanos - Ep,Ep 554 - Ong Cehu - Centro Especial Humanitario Universal - Cidreira,50000,Patrícia Alba,MDB
2025,Osorio,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 470 - Apae - Osorio,50000,Luciano Silveira,MDB
2025,Tres Cachoeiras,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 481 - Apae - Tres Cachoeiras,50000,Luciano Silveira,MDB
2025,Mostardas,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 482 - Apae - Mostardas,50000,Luciano Silveira,MDB
2025,Capivari do Sul,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 555 - Associacao de Pais Atipicos - Apacs - Capivari do Sul,50000,Patrícia Alba,MDB
2025,Arroio do Sal,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 848 - Associacao de Pais e Amigos do Autista - Amaas - Arroio do Sal,50000,Gaúcho da Geral,PSD
2025,Tramandai,Secretaria do Esporte e Lazer,Incentivo À Pratica de Esporte e Lazer e À Formação e Qualificação de Atletas -ep,Ep 921 - Projetos Esportivos - Tramandai,50000,Marcus Vinícius,PP
2025,Capao da Canoa,Secretaria do Esporte e Lazer,Implantação de Núcleos de Esporte e Lazer - Ep,Ep 1201 - Nucleos de Esporte e Lazer - Capao da Canoa,50000,Adolfo Brito,PP
2025,Frederico Westphalen,Secretaria da Cultura,Ações de Apoio Cultural - Ep,Ep 206 - Centro Cultural 25 de Julho - Frederico Westphalen,50000,Edivilson Brum,MDB
2025,Frederico Westphalen,Secretaria da Educação,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 630 - Esc Est Ed Bas Sepe Tiaraju - Frederico Westphalen,50000,Silvana Covatti,PP
2025,Pinheirinho do Vale,Secretaria de Desenvolvimento Social,Ações de Proteção Social - Ep,Ep 880 - Acoes de Protecao Social - Pinheirinho do Vale,50000,Gerson Burmann,PDT
2025,Frederico Westphalen,"Secretaria de Justiça, Cidadania e Direitos Humanos",Programa Rs Sem Drogas - Ep,Ep 618 - Comunidade Terapeutica Feminina Barbara Maix - Cotebma - Frederico Westphalen,50000,Delegada Nadine,PSDB
2025,Planalto,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 1086 - Associacao Regional de Pais Atipicos - Planalto,50000,Professor Bonatto,PSDB
2025,Rio dos Indios,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 1200 - Apae - Rio dos Indios,50000,Adolfo Brito,PP
2025,Pinhal,Secretaria de Desenvolvimento Rural,Apoio e Ampliação da Infraestrutura Rural - Ep,Ep 772 - Desenvolvimento das Cadeias Produtivas - Pinhal,50000,Paparico Bacchi,PL
2025,Gramado dos Loureiros,Secretaria de Desenvolvimento Rural,Apoio e Desenvolvimento da Agricultura Familiar - Ep,Ep 651 - Associacao Gramadense dos Produtores de Leite - Gramado dos Loureiros,50000,Silvana Covatti,PP
2025,Cristal do Sul,Secretaria de Desenvolvimento Rural,Apoio e Desenvolvimento da Agricultura Familiar - Ep,Ep 701 - Agricultura Familiar - Cristal do Sul,50000,Adão Pretto Filho,PT
2025,Ametista do Sul,Secretaria de Desenvolvimento Rural,Apoio e Desenvolvimento da Agricultura Familiar - Ep,Ep 703 - Agricultura Familiar - Ametista do Sul,50000,Adão Pretto Filho,PT
2025,Taquarucu do Sul,Secretaria de Desenvolvimento Rural,Apoio e Desenvolvimento da Agricultura Familiar - Ep,Ep 704 - Agricultura Familiar - Taquarucu do Sul,50000,Adão Pretto Filho,PT
2025,Santo Angelo,Secretaria da Segurança Pública,Manutenção das Escolas de Educação Formal da Brigada Militar - Ep,Ep 444 - Colegio Tiradentes - Santo Angelo,50000,Capitão Martim,REPUBLICANOS
2025,Santo Angelo,Secretaria da Segurança Pública,"Construção, Reformas e Aparelhamento da Polícia Civil - Ep",Ep 608 - Decrab - Santo Angelo,50000,Delegada Nadine,PSDB
2025,Sao Luiz Gonzaga,Secretaria da Educação,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 853 - Inst Estadual Rui Barbosa - Sao Luiz Gonzaga,50000,Gaúcho da Geral,PSD
2025,Sao Luiz Gonzaga,Secretaria da Educação,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 856 - Esc Tecnica Est Cruzeiro do Sul - Sao Luiz Gonzaga,50000,Gaúcho da Geral,PSD
2025,Santo Antonio das Missoes,Secretaria da Educação,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 876 - Col Estadual Tolentina Barcelos Goncalves - Santo Antonio das Missoes,50000,Gerson Burmann,PDT
2025,Girua,Secretaria de Desenvolvimento Social,Direitos Humanos da Pessoa Idosa - Ep,Ep 1100 - Direitos Humanos da Pessoa Idosa - Girua,50000,Professor Bonatto,PSDB
2025,Dezesseis de Novembro,Secretaria de Desenvolvimento Social,Direitos Humanos da Pessoa Idosa - Ep,Ep 1195 - Direitos Humanos da Pessoa Idosa - Dezesseis de Novembro,50000,Gerson Burmann,PDT
2025,Porto Xavier,Secretaria de Desenvolvimento Social,Ações de Proteção Social - Ep,Ep 926 - Acoes de Protecao Social - Porto Xavier,50000,Eliana Bayer,REPUBLICANOS
2025,Bossoroca,"Secretaria de Justiça, Cidadania e Direitos Humanos",Qualificação da Estrutura dos Conselhos Tutelares - Ep,Ep 1005 - Conselho Tutelar - Bossoroca,50000,Eduardo Loureiro,PDT
2025,Cerro Largo,Secretaria de Desenvolvimento Rural,Apoio e Desenvolvimento da Agricultura Familiar - Ep,Ep 1135 - Agricultura Familiar - Cerro Largo,50000,Laura Sito,PT
2025,Lagoa Vermelha,Secretaria de Desenvolvimento Social,Ações de Proteção Social - Ep,Ep 509 - Acoes de Protecao Social - Lagoa Vermelha,50000,Rodrigo Lorenzoni,PL
2025,Maximiliano de Almeida,Secretaria de Desenvolvimento Social,Ações de Proteção Social - Ep,Ep 777 - Acoes de Protecao Social - Maximiliano de Almeida,50000,Paparico Bacchi,PL
2025,Tapejara,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 539 - Apae - Tapejara,50000,Luciano Silveira,MDB
2025,Tapejara,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 766 - Apae - Tapejara,50000,Paparico Bacchi,PL
2025,Ibiraiaras,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 1011 - Apae - Ibiraiaras,50000,Guilherme Pasin,PP
2025,Capao Bonito do Sul,Secretaria de Desenvolvimento Rural,Apoio e Desenvolvimento da Agricultura Familiar - Ep,Ep 380 - Agricultura Familiar - Capao Bonito do Sul,50000,Carlos Búrigo,MDB
2025,Nova Ramada,Secretaria da Cultura,Ações de Apoio Cultural - Ep,Ep 158 - Ctg Sentinela da Ramada - Nova Ramada,50000,Aloísio Classmann,UNIÃO
2025,Ijui,Secretaria da Segurança Pública,Manutenção das Escolas de Educação Formal da Brigada Militar - Ep,Ep 430 - Colegio Tiradentes - Ijui,50000,Capitão Martim,REPUBLICANOS
2025,Augusto Pestana,Secretaria da Educação,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 504 - Col Estadual Jose Lange - Augusto Pestana,50000,Rodrigo Lorenzoni,PL
2025,Joia,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 653 - Apae - Joia,50000,Silvana Covatti,PP
2025,Pejucara,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 881 - Apae - Pejucara,50000,Gerson Burmann,PDT
2025,Panambi,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 930 - Apae - Panambi,50000,Eliana Bayer,REPUBLICANOS
2025,Panambi,Secretaria do Esporte e Lazer,Implantação de Núcleos de Esporte e Lazer - Ep,Ep 1173 - Nucleos de Esporte e Lazer - Panambi,50000,Adolfo Brito,PP
2025,Getulio Vargas,Secretaria da Segurança Pública,"Construção, Reformas e Aparelhamento da Brigada Militar - Ep",Ep 663 - Bm - Getulio Vargas,50000,Delegada Nadine,PSDB
2025,Getulio Vargas,Secretaria da Segurança Pública,"Construção, Reformas e Aparelhamento da Polícia Civil - Ep",Ep 624 - Dp - Getulio Vargas,50000,Delegada Nadine,PSDB
2025,Getulio Vargas,Secretaria da Segurança Pública,"Construção, Reformas e Aparelhamento do Corpo de Bombeiros Militar - Ep",Ep 659 - Cbm - Getulio Vargas,50000,Delegada Nadine,PSDB
2025,Getulio Vargas,Secretaria da Educação,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 600 - Col Estadual Antonio Scussel - Getulio Vargas,50000,Delegada Nadine,PSDB
2025,Erebango,Secretaria da Educação,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 764 - Col Estadual Irineu Evangelista de Souza - Erebango,50000,Paparico Bacchi,PL
2025,Erechim,Secretaria da Educação,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 1211 - Esc Est Ens Fun Sao Vicente de Paula - Erechim,50000,Bruna Rodrigues,PCdoB
2025,Itatiba do Sul,Secretaria de Desenvolvimento Social,Ações de Proteção Social - Ep,Ep 708 - Acoes de Protecao Social - Itatiba do Sul,50000,Adão Pretto Filho,PT
2025,Aratiba,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 474 - Associacao dos Deficientes de Aratiba - Adar - Aratiba,50000,Luciano Silveira,MDB
2025,Erechim,Secretaria do Esporte e Lazer,Incentivo À Pratica de Esporte e Lazer e À Formação e Qualificação de Atletas -ep,Ep 352 - Associacao Esportiva Erechim Futuro - Erechim,50000,Kaká D´Ávila,PSDB
2025,Ponte Preta,Secretaria de Desenvolvimento Rural,Apoio e Desenvolvimento da Agricultura Familiar - Ep,Ep 641 - Agricultura Familiar - Ponte Preta,50000,Silvana Covatti,PP
2025,Igrejinha,Secretaria da Cultura,Ações de Apoio Cultural - Ep,Ep 469 - Ctg Os Tauras da Colina - Igrejinha,50000,Luciano Silveira,MDB
2025,Tres Coroas,Secretaria da Cultura,Ações de Apoio Cultural - Ep,Ep 603 - Ctg O Tropeiro Frederico Trott - Tres Coroas,50000,Delegada Nadine,PSDB
2025,Taquara,"Secretaria de Justiça, Cidadania e Direitos Humanos",Construção e Aprimoramento das Políticas Públicas de Direitos Humanos - Ep,Ep 37 - Associacao Lacos de Amor - Taquara,50000,Joel Wilhelm,PP
2025,Rolante,Secretaria do Esporte e Lazer,Implantação de Núcleos de Esporte e Lazer - Ep,Ep 552 - Gremio Esportivo Internacional - Rolante,50000,Patrícia Alba,MDB
2025,Parobe,Secretaria do Esporte e Lazer,Implantação de Núcleos de Esporte e Lazer - Ep,Ep 594 - Nucleos de Esporte e Lazer - Parobe,50000,Dr Thiago Duarte,UNIÃO
2025,Morro Reuter,Secretaria de Desenvolvimento Rural,Apoio e Desenvolvimento da Agricultura Familiar - Ep,Ep 367 - Agricultura Familiar - Morro Reuter,50000,Carlos Búrigo,MDB
2025,Riozinho,Secretaria de Desenvolvimento Rural,Apoio e Desenvolvimento da Agricultura Familiar - Ep,Ep 588 - Agricultura Familiar - Riozinho,50000,Dr Thiago Duarte,UNIÃO
2025,Passo Fundo,Secretaria da Cultura,Ações de Apoio Cultural - Ep,Ep 751 - Academia Passofundense de Letras - Passo Fundo,50000,Luiz Marenco,PDT
2025,Passo Fundo,Secretaria da Segurança Pública,Manutenção das Escolas de Educação Formal da Brigada Militar - Ep,Ep 443 - Colegio Tiradentes Passo Fundo,50000,Capitão Martim,REPUBLICANOS
2025,Carazinho,Secretaria da Educação,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 746 - Esc Est Ens Med Marques de Caravelas - Carazinho,50000,Luiz Marenco,PDT
2025,Passo Fundo,Secretaria da Educação,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 1022 - Esc Est Ens Fun Anna Willig - Passo Fundo,50000,Guilherme Pasin,PP
2025,Santo Antonio do Planalto,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 476 - Pessoa Com Deficiencia e Necessidades Especiais - Santo Antonio do Planalto,50000,Luciano Silveira,MDB
2025,Marau,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 981 - Apae - Marau,50000,Guilherme Pasin,PP
2025,Passo Fundo,Secretaria do Esporte e Lazer,Implantação de Núcleos de Esporte e Lazer - Ep,Ep 1208 - Nucleos de Esporte e Lazer - Passo Fundo,50000,Adolfo Brito,PP
2025,Coxilha,Secretaria de Desenvolvimento Rural,Apoio e Desenvolvimento da Agricultura Familiar - Ep,Ep 1171 - Agricultura Familiar - Coxilha,50000,Adolfo Brito,PP
