,Ano,Orgao,SiglaOrgao,CodUo,CodProjeto,NomeProjeto,CodSubtitulo,Subtitulo,SubtituloResumido,Municipio,CodMunicipio,Valor,Complemento,Emenda,Deputado,Partido,Municipio_corrigido
3262,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25067,Ep 875 - Apae - Capela de Santana,EP 875,Capela de Santana,257.0,50000,beneficiado,875,Gerson Burmann,PDT, Capela de Santana
3263,2025,Secretaria do Esporte e Lazer,SEL,1,1050,Implantação de Núcleos de Esporte e Lazer - Ep,25004,Ep 157 - Esporte Clube Alianca - Marata,EP 157,Marata,369.0,50000,beneficiado,157,Aloísio Classmann,UNIÃO, Marata
3264,2025,Secretaria do Esporte e Lazer,SEL,1,1050,Implantação de Núcleos de Esporte e Lazer - Ep,25006,Ep 162 - Nucleos de Esporte e Lazer - Sao Jose do Hortencio,EP 162,Sao Jose do Hortencio,314.0,50000,beneficiado,162,Aloísio Classmann,UNIÃO, Sao Jose do Hortencio
3265,2025,Secretaria do Esporte e Lazer,SEL,1,1050,Implantação de Núcleos de Esporte e Lazer - Ep,25032,Ep 1015 - Nucleos de Esporte e Lazer - Sao Sebastiao do Cai,EP 1015,Sao Sebastiao do Cai,128.0,50000,beneficiado,1015,Guilherme Pasin,PP, Sao Sebastiao do Cai
3266,2025,Secretaria de Desenvolvimento Rural,SDR,76,1067,Apoio e Desenvolvimento da Agricultura Familiar - Ep,25019,Ep 374 - Agricultura Familiar - Sao Vendelino,EP 374,Sao Vendelino,333.0,50000,beneficiado,374,Carlos Búrigo,MDB, Sao Vendelino
3267,2025,Secretaria de Desenvolvimento Rural,SDR,76,1067,Apoio e Desenvolvimento da Agricultura Familiar - Ep,25040,Ep 638 - Agricultura Familiar - Montenegro,EP 638,Montenegro,78.0,50000,beneficiado,638,Silvana Covatti,PP, Montenegro
3268,2025,Secretaria do Meio Ambiente e Infraestrutura,SEMA,1,1035,Melhores Amigos - Ep,25012,Ep 854 - Assoc de Protecao e Valorizacao da Vida Animal - Cao Rural - Novo Hamburgo,EP 854,Novo Hamburgo,86.0,50000,beneficiado,854,Gaúcho da Geral,PSD, Novo Hamburgo
3269,2025,Secretaria do Meio Ambiente e Infraestrutura,SEMA,1,1035,Melhores Amigos - Ep,25017,Ep 1098 - Associacao Pata Santa - Sao Leopoldo,EP 1098,Sao Leopoldo,124.0,50000,beneficiado,1098,Professor Bonatto,PSDB, Sao Leopoldo
3270,2025,Governo do Estado,GE,40,1108,Atuação da Defesa Civil Estadual - Ep,25008,Ep 542 - Defesa Civil - Canoas,EP 542,Canoas,24.0,50000,beneficiado,542,Luciana Genro,PSOL, Canoas
3271,2025,Governo do Estado,GE,40,1108,Atuação da Defesa Civil Estadual - Ep,25016,Ep 1166 - Defesa Civil - Canoas,EP 1166,Canoas,24.0,50000,beneficiado,1166,Miguel Rossetto,PT, Canoas
3272,2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25005,Ep 62 - Grupo Tia - Teatro Ideia Acao - Canoas,EP 62,Canoas,24.0,50000,beneficiado,62,Sofia Cavedon,PT, Canoas
3273,2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25048,Ep 538 - Associacao das Escolas de Samba de Canoas - Canoas,EP 538,Canoas,24.0,50000,beneficiado,538,Luciana Genro,PSOL, Canoas
3274,2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25085,Ep 1044 - Acoes de Apoio Cultural - Dois Irmaos,EP 1044,Dois Irmaos,35.0,50000,beneficiado,1044,Professor Issur Koch,PP, Dois Irmaos
3275,2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25086,Ep 1045 - Ctg Querencia Nova Hartz - Nova Hartz,EP 1045,Nova Hartz,294.0,50000,beneficiado,1045,Professor Issur Koch,PP, Nova Hartz
3276,2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25097,Ep 1129 - Associacao da Cultura Hip Hop de Esteio - Esteio,EP 1129,Esteio,43.0,50000,beneficiado,1129,Stela Farias,PT, Esteio
3277,2025,Secretaria da Segurança Pública,SSP,4,1011,"Construção, Reformas e Aparelhamento da Polícia Civil - Ep",25004,Ep 592 - 3 Dp - Sapiranga,EP 592,Sapiranga,131.0,50000,beneficiado,592,Dr Thiago Duarte,UNIÃO, Sapiranga
3278,2025,Secretaria da Segurança Pública,SSP,4,1011,"Construção, Reformas e Aparelhamento da Polícia Civil - Ep",25009,Ep 844 - Dp - Sapiranga,EP 844,Sapiranga,131.0,50000,beneficiado,844,Gaúcho da Geral,PSD, Sapiranga
3279,2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25023,Ep 510 - Col Estadual Guianuba - Sapucaia do Sul,EP 510,Sapucaia do Sul,132.0,50000,beneficiado,510,Luciana Genro,PSOL, Sapucaia do Sul
3280,2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25025,Ep 586 - Esc Tecnica Est Visconde de Sao Leopoldo - Sao Leopoldo,EP 586,Sao Leopoldo,124.0,50000,beneficiado,586,Dr Thiago Duarte,UNIÃO, Sao Leopoldo
3281,2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25026,Ep 593 - Esc Est Ens Fun No Bairro Santo Afonso - Novo Hamburgo,EP 593,Novo Hamburgo,86.0,50000,beneficiado,593,Dr Thiago Duarte,UNIÃO, Novo Hamburgo
3282,2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25030,Ep 619 - Esc Est Ens Med Germano Hessler - Nova Hartz,EP 619,Nova Hartz,294.0,50000,beneficiado,619,Delegada Nadine,PSDB, Nova Hartz
3283,2025,Secretaria de Desenvolvimento Social,SEDES,1,1103,Projetos Socioassistenciais - Ep,25007,Ep 187 - Sociedade de Amparo a Velhice e Menores - Saven - Esteio,EP 187,Esteio,43.0,50000,beneficiado,187,Zé Nunes,PT, Esteio
3284,2025,Secretaria de Desenvolvimento Social,SEDES,67,1043,Direitos Humanos da Pessoa Idosa - Ep,25014,Ep 1075 - Uniao Sapucaiense de Aposentados e Pensionistas - Usapen - Sapucaia do Sul,EP 1075,Sapucaia do Sul,132.0,50000,beneficiado,1075,Bruna Rodrigues,PCdoB, Sapucaia do Sul
3285,2025,Secretaria de Desenvolvimento Urbano e Metropolitano,SEDUR,1,1038,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,25021,Ep 614 - Apoio Gestao Municipal - Campo Bom,EP 614,Campo Bom,19.0,50000,beneficiado,614,Delegada Nadine,PSDB, Campo Bom
3286,2025,Secretaria de Desenvolvimento Urbano e Metropolitano,SEDUR,1,1038,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,25035,Ep 1050 - Apoio Gestao Municipal - Dois Irmaos,EP 1050,Dois Irmaos,35.0,50000,beneficiado,1050,Professor Issur Koch,PP, Dois Irmaos
3287,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,1,1047,Rede de Enfrentamento a Violência e Proteção As Mulheres e Meninas - Ep,25002,Ep 45 - Centro Ecumenico de Capacitacao e Assessoria - Ceca - Sao Leopoldo,EP 45,Sao Leopoldo,124.0,50000,beneficiado,45,Sofia Cavedon,PT, Sao Leopoldo
3288,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,73,1045,Apoio a Projetos e Ações Para Atendimento de Crianças e Adolescentes - Ep,25010,Ep 421 - Amo Crianca - Novo Hamburgo,EP 421,Novo Hamburgo,86.0,50000,beneficiado,421,Dirceu Franciscon,UNIÃO, Novo Hamburgo
3289,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,74,1110,Programa Rs Sem Drogas - Ep,25001,Ep 241 - Associacao Beneficente Maes Pobres - Novo Hamburgo,EP 241,Novo Hamburgo,86.0,50000,beneficiado,241,Adriana Lara,PL, Novo Hamburgo
3290,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,74,1110,Programa Rs Sem Drogas - Ep,25006,Ep 753 - Comunidade Terapeutica Recomecar - Nova Santa Rita,EP 753,Nova Santa Rita,382.0,50000,beneficiado,753,Luiz Marenco,PDT, Nova Santa Rita
3291,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25044,Ep 637 - Apae - Portao,EP 637,Portao,213.0,50000,beneficiado,637,Silvana Covatti,PP, Portao
3292,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25060,Ep 847 - Associacao de Pais e Amigos de Deficientes Auditivos - Apada - Sapiranga,EP 847,Sapiranga,131.0,50000,beneficiado,847,Gaúcho da Geral,PSD, Sapiranga
3293,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25076,Ep 932 - Apae - Sapiranga,EP 932,Sapiranga,131.0,50000,beneficiado,932,Eliana Bayer,REPUBLICANOS, Sapiranga
3294,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25080,Ep 982 - Apae - Esteio,EP 982,Esteio,43.0,50000,beneficiado,982,Guilherme Pasin,PP, Esteio
3295,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25089,Ep 1049 - Apae - Portao,EP 1049,Portao,213.0,50000,beneficiado,1049,Professor Issur Koch,PP, Portao
3296,2025,Secretaria do Esporte e Lazer,SEL,1,1049,Incentivo À Pratica de Esporte e Lazer e À Formação e Qualificação de Atletas -ep,25018,Ep 743 - Associacao dos Moradores do Bairro Rincao Gaucho - Estancia Velha,EP 743,Estancia Velha,42.0,50000,beneficiado,743,Luiz Marenco,PDT, Estancia Velha
3297,2025,Secretaria de Trabalho e Desenvolvimento Profissional,STDP,1,1079,Fomento e Incentivo À Criação e Fortalecimento de Cadeias Produtivas Em Economia - Ep,25005,Ep 1088 - Cooperativa de Trabalho de Reciclagem Renascer - Canoas,EP 1088,Canoas,24.0,50000,beneficiado,1088,Bruna Rodrigues,PCdoB, Canoas
3298,2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25008,Ep 68 - Acoes de Apoio Cultural - Pantano Grande,EP 68,Pantano Grande,296.0,50000,beneficiado,68,Airton Artus,PDT, Pantano Grande
3299,2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25024,Ep 196 - Ong Alphorria - Venancio Aires,EP 196,Venancio Aires,155.0,50000,beneficiado,196,Edivilson Brum,MDB, Venancio Aires
3300,2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25038,Ep 356 - Acoes de Apoio Cultural - Pantano Grande,EP 356,Pantano Grande,296.0,50000,beneficiado,356,Kaká D´Ávila,PSDB, Pantano Grande
3301,2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25058,Ep 722 - Ctg Antonio Jose Severo - Santa Cruz do Sul,EP 722,Santa Cruz do Sul,108.0,50000,beneficiado,722,Kelly Moraes,PL, Santa Cruz do Sul
3302,2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25059,Ep 723 - Ctg Estancia Alegre - Santa Cruz do Sul,EP 723,Santa Cruz do Sul,108.0,50000,beneficiado,723,Kelly Moraes,PL, Santa Cruz do Sul
3303,2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25079,Ep 912 - Ctg Sentinela dos Pampas - Candelaria,EP 912,Candelaria,21.0,50000,beneficiado,912,Marcus Vinícius,PP, Candelaria
3304,2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25101,Ep 1152 - Sociedade Cultural e Beneficente Uniao - Scbu - Santa Cruz do Sul,EP 1152,Santa Cruz do Sul,108.0,50000,beneficiado,1152,Laura Sito,PT, Santa Cruz do Sul
3305,2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25106,Ep 799 - Grupo de Arte Nativa Chimango - Gan Chimango - Encruzilhada do Sul,EP 799,Encruzilhada do Sul,38.0,50000,beneficiado,799,Frederico Antunes,PP, Encruzilhada do Sul
3306,2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25004,Ep 216 - Esc Est Ens Med Arroio do Tigre - Arroio do Tigre,EP 216,Arroio do Tigre,168.0,50000,beneficiado,216,Cláudio Tatsch,PL, Arroio do Tigre
3307,2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25032,Ep 726 - Esc Est Ens Fun Ramiz Galvao - Rio Pardo,EP 726,Rio Pardo,101.0,50000,beneficiado,726,Kelly Moraes,PL, Rio Pardo
3308,2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25033,Ep 727 - Esc Est Ens Med Adelina Isabela Konzen - Venancio Aires,EP 727,Venancio Aires,155.0,50000,beneficiado,727,Kelly Moraes,PL, Venancio Aires
3309,2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25034,Ep 728 - Esc Est Ens Fun Prof Pedro Beno Bohn - Venancio Aires,EP 728,Venancio Aires,155.0,50000,beneficiado,728,Kelly Moraes,PL, Venancio Aires
3310,2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25036,Ep 730 - Esc Est Ens Fun Vila Progresso - Rio Pardo,EP 730,Rio Pardo,101.0,50000,beneficiado,730,Kelly Moraes,PL, Rio Pardo
3311,2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25037,Ep 731 - Esc Est Ens Fun Barao do Triunfo - Rio Pardo,EP 731,Rio Pardo,101.0,50000,beneficiado,731,Kelly Moraes,PL, Rio Pardo
3312,2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25050,Ep 882 - Esc Est Ens Med Arroio do Tigre - Arroio do Tigre,EP 882,Arroio do Tigre,168.0,50000,beneficiado,882,Gerson Burmann,PDT, Arroio do Tigre
3313,2025,Secretaria de Desenvolvimento Social,SEDES,1,1103,Projetos Socioassistenciais - Ep,25009,Ep 207 - Associacao Educativa Beneficente de Sao Bernardo - Rio Pardo,EP 207,Rio Pardo,101.0,50000,beneficiado,207,Edivilson Brum,MDB, Rio Pardo
3314,2025,Secretaria de Desenvolvimento Social,SEDES,67,1043,Direitos Humanos da Pessoa Idosa - Ep,25017,Ep 1167 - Sociedade Encruzilhadense de Amparo Ao Idoso - Encruzilhada do Sul,EP 1167,Encruzilhada do Sul,38.0,50000,beneficiado,1167,Adolfo Brito,PP, Encruzilhada do Sul
3315,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,1,1034,Construção e Aprimoramento das Políticas Públicas de Direitos Humanos - Ep,25015,Ep 1144 - Politicas de Direitos Humanos - Venancio Aires,EP 1144,Venancio Aires,155.0,50000,beneficiado,1144,Laura Sito,PT, Venancio Aires
3316,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,73,1045,Apoio a Projetos e Ações Para Atendimento de Crianças e Adolescentes - Ep,25014,Ep 970 - Cas - Aesca - Santa Cruz do Sul,EP 970,Santa Cruz do Sul,108.0,50000,beneficiado,970,Felipe Camozzato,NOVO, Santa Cruz do Sul
3317,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25046,Ep 644 - Apae - Sobradinho,EP 644,Sobradinho,136.0,50000,beneficiado,644,Silvana Covatti,PP, Sobradinho
3318,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25063,Ep 852 - Instituto Caritas - Santa Cruz do Sul,EP 852,Santa Cruz do Sul,108.0,50000,beneficiado,852,Gaúcho da Geral,PSD, Santa Cruz do Sul
3319,2025,Secretaria do Esporte e Lazer,SEL,1,1049,Incentivo À Pratica de Esporte e Lazer e À Formação e Qualificação de Atletas -ep,25006,Ep 69 - Projetos Esportivos - Vale Verde,EP 69,Vale Verde,465.0,50000,beneficiado,69,Airton Artus,PDT, Vale Verde
3320,2025,Secretaria do Esporte e Lazer,SEL,1,1049,Incentivo À Pratica de Esporte e Lazer e À Formação e Qualificação de Atletas -ep,25020,Ep 857 - Centro Esportivo Educacional e Social Santa Cruz - Santa Cruz do Sul,EP 857,Santa Cruz do Sul,108.0,50000,beneficiado,857,Gaúcho da Geral,PSD, Santa Cruz do Sul
3321,2025,Secretaria do Esporte e Lazer,SEL,1,1050,Implantação de Núcleos de Esporte e Lazer - Ep,25001,Ep 70 - Nucleos de Esporte e Lazer - Encruzilhada do Sul,EP 70,Encruzilhada do Sul,38.0,50000,beneficiado,70,Airton Artus,PDT, Encruzilhada do Sul
3322,2025,Secretaria do Esporte e Lazer,SEL,1,1050,Implantação de Núcleos de Esporte e Lazer - Ep,25020,Ep 674 - Nucleos de Esporte e Lazer - Passo do Sobrado,EP 674,Passo do Sobrado,387.0,50000,beneficiado,674,Airton Artus,PDT, Passo do Sobrado
3323,2025,Secretaria do Esporte e Lazer,SEL,1,1050,Implantação de Núcleos de Esporte e Lazer - Ep,25025,Ep 749 - Nucleos de Esporte e Lazer - Encruzilhada do Sul,EP 749,Encruzilhada do Sul,38.0,50000,beneficiado,749,Luiz Marenco,PDT, Encruzilhada do Sul
3324,2025,Secretaria do Esporte e Lazer,SEL,1,1050,Implantação de Núcleos de Esporte e Lazer - Ep,25036,Ep 1175 - Nucleos de Esporte e Lazer - Santa Cruz do Sul,EP 1175,Santa Cruz do Sul,108.0,50000,beneficiado,1175,Adolfo Brito,PP, Santa Cruz do Sul
3325,2025,Secretaria do Esporte e Lazer,SEL,1,1050,Implantação de Núcleos de Esporte e Lazer - Ep,25041,Ep 159 - Sociedade Beneficente Cultural e Esportiva Linha Santa Cruz - Santa Cruz do Sul,EP 159,Santa Cruz do Sul,108.0,50000,beneficiado,159,Aloísio Classmann,UNIÃO, Santa Cruz do Sul
3326,2025,Secretaria de Desenvolvimento Rural,SDR,76,1067,Apoio e Desenvolvimento da Agricultura Familiar - Ep,25048,Ep 705 - Agricultura Familiar - Encruzilhada do Sul,EP 705,Encruzilhada do Sul,38.0,50000,beneficiado,705,Adão Pretto Filho,PT, Encruzilhada do Sul
3327,2025,Secretaria de Desenvolvimento Rural,SDR,76,1067,Apoio e Desenvolvimento da Agricultura Familiar - Ep,25052,Ep 814 - Agricultura Familiar - General Camara,EP 814,General Camara,52.0,50000,beneficiado,814,Pedro Pereira,PSDB, General Camara
3328,2025,Secretaria de Desenvolvimento Rural,SDR,76,1067,Apoio e Desenvolvimento da Agricultura Familiar - Ep,25056,Ep 1170 - Agricultura Familiar - Estrela Velha,EP 1170,Estrela Velha,443.0,50000,beneficiado,1170,Adolfo Brito,PP, Estrela Velha
3329,2025,Secretaria de Desenvolvimento Rural,SDR,76,1067,Apoio e Desenvolvimento da Agricultura Familiar - Ep,25062,Ep 1189 - Agricultura Familiar - Passa Sete,EP 1189,Passa Sete,457.0,50000,beneficiado,1189,Adolfo Brito,PP, Passa Sete
3330,2025,Secretaria de Desenvolvimento Rural,SDR,76,1067,Apoio e Desenvolvimento da Agricultura Familiar - Ep,25069,Ep 1222 - Agricultura Familiar - General Camara,EP 1222,General Camara,52.0,50000,beneficiado,1222,Adolfo Brito,PP, General Camara
3331,2025,Secretaria de Trabalho e Desenvolvimento Profissional,STDP,1,1078,Observatorio do Trabalho - Ep,25001,Ep 61 - Cooperativa de Trabalho de Reciclagem - Coomcreal - Encruzilhada do Sul,EP 61,Encruzilhada do Sul,38.0,50000,beneficiado,61,Sofia Cavedon,PT, Encruzilhada do Sul
3332,2025,Secretaria do Meio Ambiente e Infraestrutura,SEMA,1,1035,Melhores Amigos - Ep,25005,Ep 229 - Associacao Patinhas Em Acao - Arvorezinha,EP 229,Arvorezinha,7.0,50000,beneficiado,229,Adriana Lara,PL, Arvorezinha
3333,2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25055,Ep 671 - Acoes de Apoio Cultural - Mato Leitao,EP 671,Mato Leitao,372.0,50000,beneficiado,671,Airton Artus,PDT, Mato Leitao
3334,2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25084,Ep 1018 - Associacao do Grupo de Teatro do Santo Agostinho - Encantado,EP 1018,Encantado,37.0,50000,beneficiado,1018,Guilherme Pasin,PP, Encantado
3335,2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25098,Ep 1148 - Acoes de Apoio Cultural - Lajeado,EP 1148,Lajeado,72.0,50000,beneficiado,1148,Laura Sito,PT, Lajeado
3336,2025,"Secretaria da Agricultura, Pecuária, Produção Sustentável e Irrigação",SEAPI,1,1098,Projetos de Irrigação - Ep,25004,Ep 1023 - Projetos de Irrigacao - Encantado,EP 1023,Encantado,37.0,50000,beneficiado,1023,Guilherme Pasin,PP, Encantado
3337,2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25053,Ep 1177 - Esc Est Ens Med Paverama - Paverama,EP 1177,Paverama,298.0,50000,beneficiado,1177,Rodrigo Lorenzoni,PL, Paverama
3338,2025,Secretaria de Desenvolvimento Social,SEDES,78,1036,Ações de Proteção Social - Ep,25009,Ep 776 - Acoes de Protecao Social - Vespasiano Correa,EP 776,Vespasiano Correa,466.0,50000,beneficiado,776,Paparico Bacchi,PL, Vespasiano Correa
3339,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,1,1034,Construção e Aprimoramento das Políticas Públicas de Direitos Humanos - Ep,25006,Ep 247 - Liga de Combate Ao Cancer - Anta Gorda,EP 247,Anta Gorda,166.0,50000,beneficiado,247,Adriana Lara,PL, Anta Gorda
3340,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,73,1045,Apoio a Projetos e Ações Para Atendimento de Crianças e Adolescentes - Ep,25013,Ep 625 - Sociedade Lajeadense de Atendimento a Crianca e Ao Adolescente - Lajeado,EP 625,Lajeado,72.0,50000,beneficiado,625,Delegada Nadine,PSDB, Lajeado
3341,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25025,Ep 475 - Apae - Encantado,EP 475,Encantado,37.0,50000,beneficiado,475,Luciano Silveira,MDB, Encantado
3342,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25043,Ep 631 - Apae - Lajeado,EP 631,Lajeado,72.0,50000,beneficiado,631,Silvana Covatti,PP, Lajeado
3343,2025,Secretaria do Esporte e Lazer,SEL,1,1049,Incentivo À Pratica de Esporte e Lazer e À Formação e Qualificação de Atletas -ep,25015,Ep 672 - Projetos Esportivos - Mato Leitao,EP 672,Mato Leitao,372.0,50000,beneficiado,672,Airton Artus,PDT, Mato Leitao
3344,2025,Secretaria do Esporte e Lazer,SEL,1,1050,Implantação de Núcleos de Esporte e Lazer - Ep,25003,Ep 153 - Nucleos de Esporte e Lazer - Arroio do Meio,EP 153,Arroio do Meio,5.0,50000,beneficiado,153,Aloísio Classmann,UNIÃO, Arroio do Meio
3345,2025,Secretaria de Desenvolvimento Rural,SDR,76,1067,Apoio e Desenvolvimento da Agricultura Familiar - Ep,25038,Ep 632 - Agricultura Familiar - Santa Clara do Sul,EP 632,Santa Clara do Sul,400.0,50000,beneficiado,632,Silvana Covatti,PP, Santa Clara do Sul
3346,2025,Secretaria do Meio Ambiente e Infraestrutura,SEMA,1,1035,Melhores Amigos - Ep,25008,Ep 511 - Associacao Cao da Guarda - Porto Alegre,EP 511,Porto Alegre,96.0,50000,beneficiado,511,Luciana Genro,PSOL, Porto Alegre
3347,2025,Secretaria do Meio Ambiente e Infraestrutura,SEMA,1,1035,Melhores Amigos - Ep,25009,Ep 540 - Melhores Amigos - Viamao,EP 540,Viamao,159.0,50000,beneficiado,540,Luciana Genro,PSOL, Viamao
3348,2025,Secretaria do Meio Ambiente e Infraestrutura,SEMA,1,1035,Melhores Amigos - Ep,25011,Ep 620 - Melhores Amigos - Gravatai,EP 620,Gravatai,57.0,50000,beneficiado,620,Delegada Nadine,PSDB, Gravatai
3349,2025,Secretaria do Meio Ambiente e Infraestrutura,SEMA,1,1035,Melhores Amigos - Ep,25016,Ep 1097 - Melhores Amigos - Gravatai,EP 1097,Gravatai,57.0,50000,beneficiado,1097,Professor Bonatto,PSDB, Gravatai
3350,2025,Secretaria do Meio Ambiente e Infraestrutura,SEMA,1,1035,Melhores Amigos - Ep,25019,Ep 1118 - Organizacao Nacional de Defesa Animal - Onda - Gravatai,EP 1118,Gravatai,57.0,50000,beneficiado,1118,Stela Farias,PT, Gravatai
3351,2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25002,Ep 39 - Sociedade Uniao da Vila dos Eucaliptos - Porto Alegre,EP 39,Porto Alegre,96.0,50000,beneficiado,39,Sofia Cavedon,PT, Porto Alegre
3352,2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25010,Ep 96 - Abrigo Coletivo de Educacao e Assistencia Social - Porto Alegre,EP 96,Porto Alegre,96.0,50000,beneficiado,96,Leonel Radde,PT, Porto Alegre
3353,2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25028,Ep 223 - Ctg Aldeia dos Anjos - Gravatai,EP 223,Gravatai,57.0,50000,beneficiado,223,Cláudio Tatsch,PL, Gravatai
3354,2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25035,Ep 287 - Sociedade Beneficente Cultural Realeza - Porto Alegre,EP 287,Porto Alegre,96.0,50000,beneficiado,287,Miguel Rossetto,PT, Porto Alegre
3355,2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25037,Ep 309 - Sociedade Uniao da Vila dos Eucaliptos - Porto Alegre,EP 309,Porto Alegre,96.0,50000,beneficiado,309,Matheus Gomes,PSOL, Porto Alegre
3356,2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25052,Ep 621 - Soc Recr Benef Cultural Fidalgos e Aristocratas - Porto Alegre,EP 621,Porto Alegre,96.0,50000,beneficiado,621,Delegada Nadine,PSDB, Porto Alegre
