Ano,Orgao,SiglaOrgao,CodUo,CodProjeto,NomeProjeto,CodSubtitulo,Subtitulo,SubtituloResumido,Municipio,CodMunicipio,Valor,Complemento,Emenda,Deputado,Partido
2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25069,Ep 878 - Apae - Sao Gabriel,EP 878,Sao Gabriel,120,50000,beneficiado,878,Gerson Burmann,PDT
2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25087,Ep 1025 - Associacao dos Deficientes - Manoel Viana,EP 1025,Manoel Viana,367,50000,beneficiado,1025,Eliana Bayer,REPUBLICANOS
2025,Secretaria do Esporte e Lazer,SEL,1,1049,Incentivo À Pratica de Esporte e Lazer e À Formação e Qualificação de Atletas -ep,25019,Ep 748 - Projetos Esportivos - Uruguaiana,EP 748,Uruguaiana,153,50000,beneficiado,748,Luiz Marenco,PDT
2025,Secretaria do Esporte e Lazer,SEL,1,1050,Implantação de Núcleos de Esporte e Lazer - Ep,25027,Ep 809 - Nucleos de Esporte e Lazer - Barra do Quarai,EP 809,Barra do Quarai,430,50000,beneficiado,809,Frederico Antunes,PP
2025,Secretaria de Trabalho e Desenvolvimento Profissional,STDP,1,1079,Fomento e Incentivo À Criação e Fortalecimento de Cadeias Produtivas Em Economia - Ep,25001,Ep 60 - Associacao de Catadores dos Materiais Reciclaveis - Rosario do Sul,EP 60,Rosario do Sul,104,50000,beneficiado,60,Sofia Cavedon,PT
2025,Secretaria de Trabalho e Desenvolvimento Profissional,STDP,1,1079,Fomento e Incentivo À Criação e Fortalecimento de Cadeias Produtivas Em Economia - Ep,25004,Ep 1068 - Associacao de Catadores Novo Horizonte - Santana do Livramento,EP 1068,Santana do Livramento,106,50000,beneficiado,1068,Bruna Rodrigues,PCdoB
2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25028,Ep 602 - Esc Est Ens Fun Orestes Leite - Sao Francisco de Paula,EP 602,Sao Francisco de Paula,119,50000,beneficiado,602,Delegada Nadine,PSDB
2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25040,Ep 741 - Esc Est Ens Fun Padre Amstad - Nova Petropolis,EP 741,Nova Petropolis,84,50000,beneficiado,741,Luiz Marenco,PDT
2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,1,1034,Construção e Aprimoramento das Políticas Públicas de Direitos Humanos - Ep,25004,Ep 33 - Liga Feminina de Combate Ao Cancer - Gramado,EP 33,Gramado,56,50000,beneficiado,33,Joel Wilhelm,PP
2025,Secretaria de Desenvolvimento Rural,SDR,76,1067,Apoio e Desenvolvimento da Agricultura Familiar - Ep,25020,Ep 377 - Agricultura Familiar - Sao Francisco de Paula,EP 377,Sao Francisco de Paula,119,50000,beneficiado,377,Carlos Búrigo,MDB
2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25023,Ep 185 - Ctg Ouro dos Arrozais - Palmares do Sul,EP 185,Palmares do Sul,240,50000,beneficiado,185,Zé Nunes,PT
2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25033,Ep 248 - Ong Onda Verde - Torres,EP 248,Torres,144,50000,beneficiado,248,Jeferson Fernandes,PT
2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25080,Ep 914 - Ctg Joao Sobrinho - Capao da Canoa,EP 914,Capao da Canoa,234,50000,beneficiado,914,Marcus Vinícius,PP
2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25105,Ep 1214 - Ctg Estancia da Serra - Osorio,EP 1214,Osorio,87,50000,beneficiado,1214,Luciano Silveira,MDB
2025,Secretaria da Segurança Pública,SSP,7,1084,"Construção, Reformas e Aparelhamento do Corpo de Bombeiros Militar - Ep",25004,Ep 1021 - Cbm - Torres,EP 1021,Torres,144,50000,beneficiado,1021,Guilherme Pasin,PP
2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25035,Ep 729 - Esc Est Ed Bas Raul Pilla - Cidreira,EP 729,Cidreira,262,50000,beneficiado,729,Kelly Moraes,PL
2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25043,Ep 763 - Inst Est Educ Barao de Tramandai - Tramandai,EP 763,Tramandai,145,50000,beneficiado,763,Luiz Marenco,PDT
2025,Secretaria de Desenvolvimento Social,SEDES,78,1036,Ações de Proteção Social - Ep,25001,Ep 251 - Acoes de Protecao Social - Torres,EP 251,Torres,144,50000,beneficiado,251,Jeferson Fernandes,PT
2025,Secretaria de Desenvolvimento Social,SEDES,78,1036,Ações de Proteção Social - Ep,25012,Ep 832 - Acoes de Protecao Social - Mampituba,EP 832,Mampituba,450,50000,beneficiado,832,Pedro Pereira,PSDB
2025,Secretaria de Desenvolvimento Social,SEDES,78,1036,Ações de Proteção Social - Ep,25018,Ep 1107 - Acoes de Protecao Social - Cidreira,EP 1107,Cidreira,262,50000,beneficiado,1107,Professor Bonatto,PSDB
2025,Secretaria de Desenvolvimento Urbano e Metropolitano,SEDUR,1,1038,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,25019,Ep 571 - Apoio Gestao Municipal - Xangri - La,EP 571,Xangri-la,427,50000,beneficiado,571,Luciana Genro,PSOL
2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,1,1034,Construção e Aprimoramento das Políticas Públicas de Direitos Humanos - Ep,25002,Ep 29 - Liga Feminina de Combate Ao Cancer - Tramandai,EP 29,Tramandai,145,50000,beneficiado,29,Joel Wilhelm,PP
2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,1,1034,Construção e Aprimoramento das Políticas Públicas de Direitos Humanos - Ep,25009,Ep 554 - Ong Cehu - Centro Especial Humanitario Universal - Cidreira,EP 554,Cidreira,262,50000,beneficiado,554,Patrícia Alba,MDB
2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25020,Ep 470 - Apae - Osorio,EP 470,Osorio,87,50000,beneficiado,470,Luciano Silveira,MDB
2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25030,Ep 481 - Apae - Tres Cachoeiras,EP 481,Tres Cachoeiras,322,50000,beneficiado,481,Luciano Silveira,MDB
2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25031,Ep 482 - Apae - Mostardas,EP 482,Mostardas,79,50000,beneficiado,482,Luciano Silveira,MDB
2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25038,Ep 555 - Associacao de Pais Atipicos - Apacs - Capivari do Sul,EP 555,Capivari do Sul,433,50000,beneficiado,555,Patrícia Alba,MDB
2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25061,Ep 848 - Associacao de Pais e Amigos do Autista - Amaas - Arroio do Sal,EP 848,Arroio do Sal,250,50000,beneficiado,848,Gaúcho da Geral,PSD
2025,Secretaria do Esporte e Lazer,SEL,1,1049,Incentivo À Pratica de Esporte e Lazer e À Formação e Qualificação de Atletas -ep,25021,Ep 921 - Projetos Esportivos - Tramandai,EP 921,Tramandai,145,50000,beneficiado,921,Marcus Vinícius,PP
2025,Secretaria do Esporte e Lazer,SEL,1,1050,Implantação de Núcleos de Esporte e Lazer - Ep,25038,Ep 1201 - Nucleos de Esporte e Lazer - Capao da Canoa,EP 1201,Capao da Canoa,234,50000,beneficiado,1201,Adolfo Brito,PP
2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25025,Ep 206 - Centro Cultural 25 de Julho - Frederico Westphalen,EP 206,Frederico Westphalen,49,50000,beneficiado,206,Edivilson Brum,MDB
2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25031,Ep 630 - Esc Est Ed Bas Sepe Tiaraju - Frederico Westphalen,EP 630,Frederico Westphalen,49,50000,beneficiado,630,Silvana Covatti,PP
2025,Secretaria de Desenvolvimento Social,SEDES,78,1036,Ações de Proteção Social - Ep,25015,Ep 880 - Acoes de Protecao Social - Pinheirinho do Vale,EP 880,Pinheirinho do Vale,390,50000,beneficiado,880,Gerson Burmann,PDT
2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,74,1110,Programa Rs Sem Drogas - Ep,25005,Ep 618 - Comunidade Terapeutica Feminina Barbara Maix - Cotebma - Frederico Westphalen,EP 618,Frederico Westphalen,49,50000,beneficiado,618,Delegada Nadine,PSDB
2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25090,Ep 1086 - Associacao Regional de Pais Atipicos - Planalto,EP 1086,Planalto,212,50000,beneficiado,1086,Professor Bonatto,PSDB
2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25098,Ep 1200 - Apae - Rio dos Indios,EP 1200,Rio dos Indios,397,50000,beneficiado,1200,Adolfo Brito,PP
2025,Secretaria de Desenvolvimento Rural,SDR,76,1016,Apoio e Ampliação da Infraestrutura Rural - Ep,25001,Ep 772 - Desenvolvimento das Cadeias Produtivas - Pinhal,EP 772,Pinhal,299,50000,beneficiado,772,Paparico Bacchi,PL
2025,Secretaria de Desenvolvimento Rural,SDR,76,1067,Apoio e Desenvolvimento da Agricultura Familiar - Ep,25043,Ep 651 - Associacao Gramadense dos Produtores de Leite - Gramado dos Loureiros,EP 651,Gramado dos Loureiros,358,50000,beneficiado,651,Silvana Covatti,PP
2025,Secretaria de Desenvolvimento Rural,SDR,76,1067,Apoio e Desenvolvimento da Agricultura Familiar - Ep,25045,Ep 701 - Agricultura Familiar - Cristal do Sul,EP 701,Cristal do Sul,438,50000,beneficiado,701,Adão Pretto Filho,PT
2025,Secretaria de Desenvolvimento Rural,SDR,76,1067,Apoio e Desenvolvimento da Agricultura Familiar - Ep,25046,Ep 703 - Agricultura Familiar - Ametista do Sul,EP 703,Ametista do Sul,335,50000,beneficiado,703,Adão Pretto Filho,PT
2025,Secretaria de Desenvolvimento Rural,SDR,76,1067,Apoio e Desenvolvimento da Agricultura Familiar - Ep,25047,Ep 704 - Agricultura Familiar - Taquarucu do Sul,EP 704,Taquarucu do Sul,319,50000,beneficiado,704,Adão Pretto Filho,PT
2025,Secretaria da Segurança Pública,SSP,3,1094,Manutenção das Escolas de Educação Formal da Brigada Militar - Ep,25008,Ep 444 - Colegio Tiradentes - Santo Angelo,EP 444,Santo Angelo,113,50000,beneficiado,444,Capitão Martim,REPUBLICANOS
2025,Secretaria da Segurança Pública,SSP,4,1011,"Construção, Reformas e Aparelhamento da Polícia Civil - Ep",25006,Ep 608 - Decrab - Santo Angelo,EP 608,Santo Angelo,113,50000,beneficiado,608,Delegada Nadine,PSDB
2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25047,Ep 853 - Inst Estadual Rui Barbosa - Sao Luiz Gonzaga,EP 853,Sao Luiz Gonzaga,126,50000,beneficiado,853,Gaúcho da Geral,PSD
2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25048,Ep 856 - Esc Tecnica Est Cruzeiro do Sul - Sao Luiz Gonzaga,EP 856,Sao Luiz Gonzaga,126,50000,beneficiado,856,Gaúcho da Geral,PSD
2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25049,Ep 876 - Col Estadual Tolentina Barcelos Goncalves - Santo Antonio das Missoes,EP 876,Santo Antonio das Missoes,223,50000,beneficiado,876,Gerson Burmann,PDT
2025,Secretaria de Desenvolvimento Social,SEDES,67,1043,Direitos Humanos da Pessoa Idosa - Ep,25015,Ep 1100 - Direitos Humanos da Pessoa Idosa - Girua,EP 1100,Girua,55,50000,beneficiado,1100,Professor Bonatto,PSDB
2025,Secretaria de Desenvolvimento Social,SEDES,67,1043,Direitos Humanos da Pessoa Idosa - Ep,25018,Ep 1195 - Direitos Humanos da Pessoa Idosa - Dezesseis de Novembro,EP 1195,Dezesseis de Novembro,264,50000,beneficiado,1195,Gerson Burmann,PDT
2025,Secretaria de Desenvolvimento Social,SEDES,78,1036,Ações de Proteção Social - Ep,25017,Ep 926 - Acoes de Protecao Social - Porto Xavier,EP 926,Porto Xavier,214,50000,beneficiado,926,Eliana Bayer,REPUBLICANOS
2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,73,1044,Qualificação da Estrutura dos Conselhos Tutelares - Ep,25002,Ep 1005 - Conselho Tutelar - Bossoroca,EP 1005,Bossoroca,174,50000,beneficiado,1005,Eduardo Loureiro,PDT
2025,Secretaria de Desenvolvimento Rural,SDR,76,1067,Apoio e Desenvolvimento da Agricultura Familiar - Ep,25054,Ep 1135 - Agricultura Familiar - Cerro Largo,EP 1135,Cerro Largo,30,50000,beneficiado,1135,Laura Sito,PT
2025,Secretaria de Desenvolvimento Social,SEDES,78,1036,Ações de Proteção Social - Ep,25005,Ep 509 - Acoes de Protecao Social - Lagoa Vermelha,EP 509,Lagoa Vermelha,71,50000,beneficiado,509,Rodrigo Lorenzoni,PL
2025,Secretaria de Desenvolvimento Social,SEDES,78,1036,Ações de Proteção Social - Ep,25010,Ep 777 - Acoes de Protecao Social - Maximiliano de Almeida,EP 777,Maximiliano de Almeida,77,50000,beneficiado,777,Paparico Bacchi,PL
2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25032,Ep 539 - Apae - Tapejara,EP 539,Tapejara,138,50000,beneficiado,539,Luciano Silveira,MDB
2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25052,Ep 766 - Apae - Tapejara,EP 766,Tapejara,138,50000,beneficiado,766,Paparico Bacchi,PL
2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25084,Ep 1011 - Apae - Ibiraiaras,EP 1011,Ibiraiaras,196,50000,beneficiado,1011,Guilherme Pasin,PP
2025,Secretaria de Desenvolvimento Rural,SDR,76,1067,Apoio e Desenvolvimento da Agricultura Familiar - Ep,25022,Ep 380 - Agricultura Familiar - Capao Bonito do Sul,EP 380,Capao Bonito do Sul,475,50000,beneficiado,380,Carlos Búrigo,MDB
2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25018,Ep 158 - Ctg Sentinela da Ramada - Nova Ramada,EP 158,Nova Ramada,455,50000,beneficiado,158,Aloísio Classmann,UNIÃO
2025,Secretaria da Segurança Pública,SSP,3,1094,Manutenção das Escolas de Educação Formal da Brigada Militar - Ep,25002,Ep 430 - Colegio Tiradentes - Ijui,EP 430,Ijui,65,50000,beneficiado,430,Capitão Martim,REPUBLICANOS
2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25022,Ep 504 - Col Estadual Jose Lange - Augusto Pestana,EP 504,Augusto Pestana,169,50000,beneficiado,504,Rodrigo Lorenzoni,PL
2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25048,Ep 653 - Apae - Joia,EP 653,Joia,239,50000,beneficiado,653,Silvana Covatti,PP
2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25070,Ep 881 - Apae - Pejucara,EP 881,Pejucara,211,50000,beneficiado,881,Gerson Burmann,PDT
2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25075,Ep 930 - Apae - Panambi,EP 930,Panambi,90,50000,beneficiado,930,Eliana Bayer,REPUBLICANOS
2025,Secretaria do Esporte e Lazer,SEL,1,1050,Implantação de Núcleos de Esporte e Lazer - Ep,25035,Ep 1173 - Nucleos de Esporte e Lazer - Panambi,EP 1173,Panambi,90,50000,beneficiado,1173,Adolfo Brito,PP
2025,Secretaria da Segurança Pública,SSP,3,1010,"Construção, Reformas e Aparelhamento da Brigada Militar - Ep",25005,Ep 663 - Bm - Getulio Vargas,EP 663,Getulio Vargas,54,50000,beneficiado,663,Delegada Nadine,PSDB
2025,Secretaria da Segurança Pública,SSP,4,1011,"Construção, Reformas e Aparelhamento da Polícia Civil - Ep",25007,Ep 624 - Dp - Getulio Vargas,EP 624,Getulio Vargas,54,50000,beneficiado,624,Delegada Nadine,PSDB
2025,Secretaria da Segurança Pública,SSP,7,1084,"Construção, Reformas e Aparelhamento do Corpo de Bombeiros Militar - Ep",25003,Ep 659 - Cbm - Getulio Vargas,EP 659,Getulio Vargas,54,50000,beneficiado,659,Delegada Nadine,PSDB
2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25027,Ep 600 - Col Estadual Antonio Scussel - Getulio Vargas,EP 600,Getulio Vargas,54,50000,beneficiado,600,Delegada Nadine,PSDB
2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25044,Ep 764 - Col Estadual Irineu Evangelista de Souza - Erebango,EP 764,Erebango,270,50000,beneficiado,764,Paparico Bacchi,PL
2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25056,Ep 1211 - Esc Est Ens Fun Sao Vicente de Paula - Erechim,EP 1211,Erechim,39,50000,beneficiado,1211,Bruna Rodrigues,PCdoB
2025,Secretaria de Desenvolvimento Social,SEDES,78,1036,Ações de Proteção Social - Ep,25007,Ep 708 - Acoes de Protecao Social - Itatiba do Sul,EP 708,Itatiba do Sul,199,50000,beneficiado,708,Adão Pretto Filho,PT
2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25024,Ep 474 - Associacao dos Deficientes de Aratiba - Adar - Aratiba,EP 474,Aratiba,4,50000,beneficiado,474,Luciano Silveira,MDB
2025,Secretaria do Esporte e Lazer,SEL,1,1049,Incentivo À Pratica de Esporte e Lazer e À Formação e Qualificação de Atletas -ep,25010,Ep 352 - Associacao Esportiva Erechim Futuro - Erechim,EP 352,Erechim,39,50000,beneficiado,352,Kaká D´Ávila,PSDB
2025,Secretaria de Desenvolvimento Rural,SDR,76,1067,Apoio e Desenvolvimento da Agricultura Familiar - Ep,25041,Ep 641 - Agricultura Familiar - Ponte Preta,EP 641,Ponte Preta,392,50000,beneficiado,641,Silvana Covatti,PP
2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25047,Ep 469 - Ctg Os Tauras da Colina - Igrejinha,EP 469,Igrejinha,161,50000,beneficiado,469,Luciano Silveira,MDB
2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25051,Ep 603 - Ctg O Tropeiro Frederico Trott - Tres Coroas,EP 603,Tres Coroas,146,50000,beneficiado,603,Delegada Nadine,PSDB
2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,1,1034,Construção e Aprimoramento das Políticas Públicas de Direitos Humanos - Ep,25005,Ep 37 - Associacao Lacos de Amor - Taquara,EP 37,Taquara,141,50000,beneficiado,37,Joel Wilhelm,PP
2025,Secretaria do Esporte e Lazer,SEL,1,1050,Implantação de Núcleos de Esporte e Lazer - Ep,25017,Ep 552 - Gremio Esportivo Internacional - Rolante,EP 552,Rolante,103,50000,beneficiado,552,Patrícia Alba,MDB
2025,Secretaria do Esporte e Lazer,SEL,1,1050,Implantação de Núcleos de Esporte e Lazer - Ep,25018,Ep 594 - Nucleos de Esporte e Lazer - Parobe,EP 594,Parobe,241,50000,beneficiado,594,Dr Thiago Duarte,UNIÃO
2025,Secretaria de Desenvolvimento Rural,SDR,76,1067,Apoio e Desenvolvimento da Agricultura Familiar - Ep,25017,Ep 367 - Agricultura Familiar - Morro Reuter,EP 367,Morro Reuter,377,50000,beneficiado,367,Carlos Búrigo,MDB
2025,Secretaria de Desenvolvimento Rural,SDR,76,1067,Apoio e Desenvolvimento da Agricultura Familiar - Ep,25036,Ep 588 - Agricultura Familiar - Riozinho,EP 588,Riozinho,307,50000,beneficiado,588,Dr Thiago Duarte,UNIÃO
2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25063,Ep 751 - Academia Passofundense de Letras - Passo Fundo,EP 751,Passo Fundo,91,50000,beneficiado,751,Luiz Marenco,PDT
2025,Secretaria da Segurança Pública,SSP,3,1094,Manutenção das Escolas de Educação Formal da Brigada Militar - Ep,25007,Ep 443 - Colegio Tiradentes Passo Fundo,EP 443,Passo Fundo,91,50000,beneficiado,443,Capitão Martim,REPUBLICANOS
2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25042,Ep 746 - Esc Est Ens Med Marques de Caravelas - Carazinho,EP 746,Carazinho,25,50000,beneficiado,746,Luiz Marenco,PDT
2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25052,Ep 1022 - Esc Est Ens Fun Anna Willig - Passo Fundo,EP 1022,Passo Fundo,91,50000,beneficiado,1022,Guilherme Pasin,PP
2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25026,Ep 476 - Pessoa Com Deficiencia e Necessidades Especiais - Santo Antonio do Planalto,EP 476,Santo Antonio do Planalto,403,50000,beneficiado,476,Luciano Silveira,MDB
2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25079,Ep 981 - Apae - Marau,EP 981,Marau,75,50000,beneficiado,981,Guilherme Pasin,PP
2025,Secretaria do Esporte e Lazer,SEL,1,1050,Implantação de Núcleos de Esporte e Lazer - Ep,25039,Ep 1208 - Nucleos de Esporte e Lazer - Passo Fundo,EP 1208,Passo Fundo,91,50000,beneficiado,1208,Adolfo Brito,PP
2025,Secretaria de Desenvolvimento Rural,SDR,76,1067,Apoio e Desenvolvimento da Agricultura Familiar - Ep,25057,Ep 1171 - Agricultura Familiar - Coxilha,EP 1171,Coxilha,352,50000,beneficiado,1171,Adolfo Brito,PP
2025,Secretaria de Desenvolvimento Rural,SDR,76,1067,Apoio e Desenvolvimento da Agricultura Familiar - Ep,25059,Ep 1176 - Agricultura Familiar - Nova Alvorada,EP 1176,Nova Alvorada,292,50000,beneficiado,1176,Adolfo Brito,PP
2025,Secretaria de Desenvolvimento Rural,SDR,76,1067,Apoio e Desenvolvimento da Agricultura Familiar - Ep,25065,Ep 1199 - Agricultura Familiar - Vila Maria,EP 1199,Vila Maria,329,50000,beneficiado,1199,Vilmar Zanchin,MDB
2025,Secretaria do Meio Ambiente e Infraestrutura,SEMA,1,1035,Melhores Amigos - Ep,25001,Ep 112 - Melhores Amigos - Nova Prata,EP 112,Nova Prata,85,50000,beneficiado,112,Pepe Vargas,PT
2025,Governo do Estado,GE,40,1108,Atuação da Defesa Civil Estadual - Ep,25007,Ep 436 - Defesa Civil - Farroupilha,EP 436,Farroupilha,45,50000,beneficiado,436,Capitão Martim,REPUBLICANOS
2025,Governo do Estado,GE,40,1108,Atuação da Defesa Civil Estadual - Ep,25010,Ep 983 - Defesa Civil - Bento Goncalves,EP 983,Bento Goncalves,10,50000,beneficiado,983,Guilherme Pasin,PP
2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25039,Ep 382 - Ctg Ultima Tropeada - Guapore,EP 382,Guapore,59,50000,beneficiado,382,Carlos Búrigo,MDB
2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25093,Ep 1087 - Vielas Espaco Cultural - Caxias do Sul,EP 1087,Caxias do Sul,29,50000,beneficiado,1087,Bruna Rodrigues,PCdoB
2025,Secretaria da Segurança Pública,SSP,3,1094,Manutenção das Escolas de Educação Formal da Brigada Militar - Ep,25004,Ep 435 - Colegio Tiradentes - Caxias do Sul,EP 435,Caxias do Sul,29,50000,beneficiado,435,Capitão Martim,REPUBLICANOS
2025,"Secretaria da Agricultura, Pecuária, Produção Sustentável e Irrigação",SEAPI,1,1098,Projetos de Irrigação - Ep,25003,Ep 1012 - Projetos de Irrigacao - Santa Tereza,EP 1012,Santa Tereza,401,50000,beneficiado,1012,Guilherme Pasin,PP
2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25003,Ep 111 - Esc Est Ens Fun Vivian Maggioni - Farroupilha,EP 111,Farroupilha,45,50000,beneficiado,111,Pepe Vargas,PT
2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25011,Ep 446 - Esc Est Ens Fun Professora Maria Luiza Rosa - Caxias do Sul,EP 446,Caxias do Sul,29,50000,beneficiado,446,Prof Claudio Branchieri,PODE
2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25012,Ep 450 - Esc Est Ens Fun Comendador Kalil Sehbe - Caxias do Sul,EP 450,Caxias do Sul,29,50000,beneficiado,450,Prof Claudio Branchieri,PODE
2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25013,Ep 451 - Esc Est Ens Fun Abramo Randon - Caxias do Sul,EP 451,Caxias do Sul,29,50000,beneficiado,451,Prof Claudio Branchieri,PODE
